zipcode,E_TOTPOP.zip,SVI_SES,SVI_household.disability,SVI_minority.language,SVI_house.transport,SVI_overall,Town,eohhs,eohhs_name,town_population
01106,21938,0.3593305907557663,0.6390718388184885,0.4933300574345884,0.4163734752484274,0.4323373552739539,Longmeadow,1,Western,15705
01107,23345,0.9587261769115442,0.9344160077104304,0.9448944527736133,0.7222732448061684,0.942599408866995,Springfield,1,Western,153606
01108,33173,0.9199339312091158,0.8760988786060953,0.8692168178940705,0.5275811111446055,0.8676842432098393,Springfield,1,Western,153606
01109,35903,0.9145391025819568,0.797664306603905,0.8221571400718604,0.7331395900064062,0.8905037267080745,Springfield,1,Western,153606
01118,15570,0.6471731984585741,0.8777683815028902,0.6112870520231214,0.46100190751445086,0.6851423506743738,Springfield,1,Western,153606
01119,22076,0.8253015537235007,0.818063593948179,0.74360147671679655,0.5550038458053995,0.8113838285921363,Springfield,1,Western,153606
01128,8991,0.6680693693693694,0.7716210210210209,0.6451215215215215,0.6185138138138138,0.7033418418418419,Springfield,1,Western,153606
01129,21724,0.7156391732645921,0.8301111627692875,0.6857057401951758,0.5130776744614252,0.7269519011231818,Springfield,1,Western,153606
01151,9634,0.9155448723271746,0.9377749532904297,0.8077742266971144,0.423773375544945,0.8584565082001246,Springfield,1,Western,153606
01199,3766,0.8958,0.6758,0.9316,0.4026,0.8167,NA,NA,NA,NA
01201,60128,0.5690375449042044,0.7114654387307079,0.3299066441591272,0.5292486162852581,0.5623749401277275,Pittsfield,1,Western,42142
01220,11344,0.676132616361072,0.6673823871650211,0.12537150035260933,0.3887453455571227,0.5196306241184767,Adams,1,Western,8010
01222,3170,0.3626,0.3577,7e-4,0.2853,0.1805,Sheffield,1,Western,3129
01223,2402,0.5072,0.4945,0.1415,0.1447,0.2533,Becket,1,Western,1716
01223,2402,0.5072,0.4945,0.1415,0.1447,0.2533,Becket,1,Western,1716
01223,2402,0.5072,0.4945,0.1415,0.1447,0.2533,Washington,1,Western,541
01224,3000,0.5888,0.8365,0.08539999999999999,0.34219999999999995,0.4921,Lanesborough,1,Western,2940
01225,3172,0.6169,0.5705,0.055400000000000005,0.1612,0.3198,Cheshire,1,Western,3129
01226,10192,0.4212406789638932,0.6004591640502355,0.15026658163265305,0.3501857927786499,0.3522169740973312,Dalton,1,Western,6525
01229,1960,0.5141,0.552,0.0957,0.4636,0.4296,NA,NA,NA,NA
01230,14546,0.4557519111783308,0.6151214423209129,0.2941997112608277,0.538888072322288,0.45612348411934556,Great Barrington,1,Western,6945
01230,14546,0.4557519111783308,0.6151214423209129,0.2941997112608277,0.538888072322288,0.45612348411934556,Egremont,1,Western,1205
01235,5969,0.47074960629921264,0.47952652035516835,0.09808803819735298,0.12630055285642486,0.21431512816217124,Hinsdale,1,Western,1911
01235,5969,0.47074960629921264,0.47952652035516835,0.09808803819735298,0.12630055285642486,0.21431512816217124,Hinsdale,1,Western,1911
01235,5969,0.47074960629921264,0.47952652035516835,0.09808803819735298,0.12630055285642486,0.21431512816217124,Peru,1,Western,834
01236,9987,0.5534630519675577,0.6518668168619205,0.4469383598678282,0.7510688294783219,0.640991919495344,Great Barrington,1,Western,6945
01237,5466,0.4091059275521405,0.6044722283205269,0.06875246981339188,0.42485115257958284,0.37538682766190995,Lanesborough,1,Western,2940
01237,5466,0.4091059275521405,0.6044722283205269,0.06875246981339188,0.42485115257958284,0.37538682766190995,Hancock,1,Western,696
01237,5466,0.4091059275521405,0.6044722283205269,0.06875246981339188,0.42485115257958284,0.37538682766190995,New Ashford,1,Western,223
01238,8925,0.5685057703081232,0.7464617366946779,0.3229324369747899,0.6769051540616248,0.6082425210084034,Lee,1,Western,5664
01240,15101,0.4801409244420899,0.689320548308059,0.29019511952850807,0.705265538706046,0.57188676908814,Lenox,1,Western,4944
01242,4979,0.3043,0.6354,0.2365,0.9005,0.5745,Lenox,1,Western,4944
01243,3147,0.379,0.6265,0.015,0.465,0.34389999999999993,Middlefield,1,Western,534
01244,1312,0.3167,0.8378999999999999,0.0116,0.2524,0.2835,NA,NA,NA,NA
01245,4909,0.4839288653493583,0.5863155428804238,0.0309496842534121,0.4308837034019149,0.37449706661234466,Monterey,1,Western,924
01247,16337,0.7897244659362184,0.8719952622880578,0.24436796229417884,0.6559472363347004,0.7434401175246373,North Adams,1,Western,12730
01247,16337,0.7897244659362184,0.8719952622880578,0.24436796229417884,0.6559472363347004,0.7434401175246373,North Adams,1,Western,12730
01247,16337,0.7897244659362184,0.8719952622880578,0.24436796229417884,0.6559472363347004,0.7434401175246373,Clarksburg,1,Western,1638
01253,2392,0.5867,0.4911,0.0499,0.6529,0.5038,Otis,1,Western,1539
01254,3599,0.23495112531258683,0.4096226451792164,0.12144140038899695,0.46407507641011386,0.27032717421505975,Richmond,1,Western,1416
01255,2392,0.5867,0.4911,0.0499,0.6529,0.5038,Sandisfield,1,Western,891
01256,1504,0.7498,0.8755,0.11620000000000001,0.48829999999999996,0.6706,Savoy,1,Western,675
01257,3170,0.3626,0.3577,7e-4,0.2853,0.1805,Sheffield,1,Western,3129
01258,1965,0.1851,0.6929,0.14560000000000003,0.083,0.1359,Mount Washington,1,Western,157
01259,1312,0.3167,0.8378999999999999,0.0116,0.2524,0.2835,New Marlborough,1,Western,1458
01260,7720,0.5851300518134714,0.7847129533678757,0.37109067357512954,0.7537637305699483,0.6693264248704663,Lee,1,Western,5664
01262,1960,0.5141,0.552,0.0957,0.4636,0.4296,Stockbridge,1,Western,1890
01264,1205,0.462,0.5014,0.0144,0.1845,0.2169,Tyringham,1,Western,312
01266,5058,0.34542775800711745,0.6174684064847766,0.1564141162514828,0.28594717279557136,0.29782574139976276,West Stockbridge,1,Western,1257
01266,5058,0.34542775800711745,0.6174684064847766,0.1564141162514828,0.28594717279557136,0.29782574139976276,Alford,1,Western,488
01267,10225,0.5150032860635697,0.3509649682151589,0.28996335452322736,0.6035800293398532,0.49774551589242055,Williamstown,1,Western,7434
01270,1714,0.4181,0.199,0.05539999999999999,0.1043,0.1064,Windsor,1,Western,866
01301,21819,0.57049095742243,0.778866758329896,0.2882182318163069,0.5993790091204914,0.5964984371419405,Greenfield,1,Western,17258
01330,3419,0.1597,0.5294,0.0519,0.32849999999999996,0.186,Ashfield,1,Western,1717
01331,14662,0.7489480561997,0.7546315032055654,0.18520049106533898,0.5693407720638385,0.6275264220433775,Athol,1,Western,11732
01331,14662,0.7489480561997,0.7546315032055654,0.18520049106533898,0.5693407720638385,0.6275264220433775,Phillipston,1,Western,1746
01337,4351,0.4126,0.71,0.0854,0.7106,0.5024,Bernardston,1,Western,2090
01337,4351,0.4126,0.71,0.0854,0.7106,0.5024,Leyden,1,Western,715
01338,3790,0.6915999999999999,0.7982,0.0841,0.5885,0.6307,Buckland,1,Western,1850
01339,8301,0.6759492591254066,0.8093402843030959,0.07073165883628477,0.6242575954704253,0.6340692567160584,Charlemont,1,Western,1233
01339,8301,0.6759492591254066,0.8093402843030959,0.07073165883628477,0.6242575954704253,0.6340692567160584,Hawley,1,Western,334
01340,4511,0.6628,0.8187,0.0595,0.6543,0.6369,Colrain,1,Western,1661
01341,3419,0.1597,0.5294,0.0519,0.32849999999999996,0.186,Conway,1,Western,1873
01342,5046,0.4284,0.6361,0.1702,0.2743,0.3397,Deerfield,1,Western,4991
01343,1504,0.7498,0.8755,0.11620000000000001,0.48829999999999996,0.6706,Florida,1,Western,715
01344,3425,0.6943,0.5814,0.1552,0.5453,0.5841,Erving,1,Western,1750
01346,4511,0.6628,0.8187,0.0595,0.6543,0.6369,Heath,1,Western,695
01347,4372,0.5161,0.8057,0.3049,0.4616,0.5607,Montague,1,Western,8212
01349,7797,0.5943781839168911,0.707171399256124,0.23914105425163526,0.4983670257791458,0.5709789534436321,Montague,1,Western,8212
01350,4511,0.6628,0.8187,0.0595,0.6543,0.6369,Monroe,1,Western,115
01351,4372,0.5161,0.8057,0.3049,0.4616,0.5607,Montague,1,Western,8212
01354,4351,0.4126,0.71,0.0854,0.7106,0.5024,Gill,1,Western,1465
01355,4820,0.3975,0.6067,0.11070000000000002,0.43550000000000005,0.3747,New Salem,1,Western,1021
01360,2997,0.4496,0.8447,0.0246,0.2805,0.37820000000000004,Northfield,1,Western,2958
01364,15927,0.622847246813587,0.5968962767627299,0.10997111822691029,0.5958396245369498,0.5539210209078923,Orange,1,Western,7582
01366,7294,0.6861473265697834,0.6060355908966274,0.07875989854675075,0.6445383054565397,0.5930437345763642,Petersham,1,Western,1250
01367,4511,0.6628,0.8187,0.0595,0.6543,0.6369,Rowe,1,Western,389
01368,7075,0.7759333851590106,0.7069226572438163,0.3078984028268551,0.587401554770318,0.6896282685512367,Royalston,1,Western,1277
01370,16766,0.49616936061075984,0.7001140939997614,0.0968280329237743,0.45861992126923534,0.45410169986878207,Shelburne,1,Western,1837
01373,10138,0.4191080291970803,0.351665239692247,0.36965089761294145,0.43452371276385876,0.35456715328467153,Deerfield,1,Western,4991
01375,5092,0.4099,0.0698,0.5673,0.5933,0.3693,Sunderland,1,Western,3629
01376,8334,0.6076624190064795,0.8470124310055195,0.39066251499880006,0.5754112311015118,0.6579672426205904,Montague,1,Western,8212
01378,3425,0.6943,0.5814,0.1552,0.5453,0.5841,Warwick,1,Western,769
01379,3425,0.6943,0.5814,0.1552,0.5453,0.5841,Wendell,1,Western,878
01420,44927,0.7811281100451843,0.6815492932980168,0.6254985799185344,0.6618297193224564,0.7675924232644067,Fitchburg,2,Central,40638
01430,14935,0.5219787947773686,0.5793443321057918,0.0911174891195179,0.7061788617341813,0.5204444526280549,Ashburnham,2,Central,6348
01431,3215,0.5058,0.1696,0.1135,0.1962,0.17980000000000002,Ashby,2,Central,3219
01432,8055,0.2968,0.2907,0.2365,0.7497,0.407,Ayer,2,Central,8196
01432,8055,0.2968,0.2907,0.2365,0.7497,0.407,Ayer,2,Central,8196
01434,22223,0.4140159294424695,0.30821685191018316,0.3745708455204068,0.6114066012689555,0.4438566980155695,Harvard,2,Central,6620
01434,22223,0.4140159294424695,0.30821685191018316,0.3745708455204068,0.6114066012689555,0.4438566980155695,Harvard,2,Central,6620
01436,11098,0.5432225716345288,0.43521172283294285,0.17039315191926474,0.6606353757433773,0.5047678410524419,Templeton,2,Central,8138
01438,8127,0.5168,0.4528,0.1962,0.679,0.5079,Templeton,2,Central,8138
01440,34935,0.6087291226563618,0.59070311721769,0.24158312294260773,0.6646182796622297,0.5772364076141405,Gardner,2,Central,20683
01450,11301,0.17306393239536325,0.2806715954340324,0.1940279267321476,0.21234130607910806,0.13722993540394657,Groton,2,Central,11325
01451,6570,0.2906,0.4124,0.3943999999999999,0.1598,0.2237,Harvard,2,Central,6620
01452,4642,0.3304,0.1546,0.15310000000000001,0.085,0.0796,Hubbardston,2,Central,4829
01453,49622,0.6438921546894523,0.6862982346539842,0.5976037060174922,0.6863762222401354,0.6993952823344484,Leominster,2,Central,41716
01460,9935,0.20477043784599902,0.4778346854554605,0.21035276295923502,0.36218311021640665,0.24952448917966788,Littleton,4,Metro West,10227
01462,11271,0.42838723272114276,0.35968327566320646,0.2143427823618135,0.4746774376719014,0.3741587791677757,Lunenburg,2,Central,11736
01463,12083,0.32150881403624926,0.37580780435322353,0.11969348671687495,0.4001786063063809,0.270232582967806,Pepperell,2,Central,12114
01464,7598,0.645,0.2367,0.5038,0.8553,0.6733,Shirley,2,Central,7636
01467,6570,0.2906,0.4124,0.3943999999999999,0.1598,0.2237,NA,NA,NA,NA
01468,8127,0.5168,0.4528,0.1962,0.679,0.5079,Templeton,2,Central,8138
01469,9455,0.3584513167636171,0.40806123744050765,0.05512767847699629,0.3173790904283448,0.2390118455843469,Townsend,2,Central,9506
01473,7665,0.3249,0.37000000000000005,0.0198,0.0137,0.0343,Westminster,2,Central,7997
01474,9455,0.3584513167636171,0.40806123744050765,0.05512767847699629,0.3173790904283448,0.2390118455843469,Townsend,2,Central,9506
01475,11958,0.6674553437029604,0.6724919217260412,0.11805439036628197,0.8077791771199196,0.6697719016557954,Winchendon,2,Central,10905
01501,16633,0.3598584981662959,0.37490588588949675,0.18777683520711838,0.43533880839295375,0.31426935609932066,Auburn,2,Central,16766
01503,3144,0.1953,0.3817,0.18729999999999997,0.3011,0.1908,Berlin,2,Central,3240
01504,9246,0.44769842093878437,0.2754286394116374,0.14042647631408176,0.31241431970581873,0.26102749296993294,Blackstone,2,Central,9288
01505,4581,0.1453,0.5048,0.0745,0.1488,0.1084,Boylston,2,Central,4712
01506,3431,0.5209,0.5848,0.2037,0.3964,0.4426999999999999,Brookfield,2,Central,3452
01507,13482,0.43973224299065417,0.4863036715620828,0.15139759679572765,0.26290754339118827,0.2750642857142857,Charlton,2,Central,13713
01510,13899,0.45944845672350526,0.44187406288222175,0.4961264191668466,0.5294514425498238,0.4861303115332039,Clinton,2,Central,14000
01515,2159,0.4825,0.4419,0.1668,0.2826,0.3253,East Brookfield,2,Central,2210
01516,16639,0.32060184506280426,0.23271791574012862,0.12606083899272796,0.3164007812969529,0.1872475329046217,Douglas,2,Central,9038
01518,9537,0.22339412813253642,0.8942720352312047,0.2524744678620111,0.5047206354199434,0.4684786410821013,Sturbridge,2,Central,9597
01519,15254,0.3122597679297234,0.4134463222761243,0.5303337681919497,0.4500916743149338,0.42174292644552247,Grafton,2,Central,18883
01520,18821,0.23485052335157536,0.5411544604431221,0.25693107698847034,0.198040343233622,0.21460017002284681,Holden,2,Central,19303
01521,4656,0.6134,0.656,0.0882,0.2771,0.4262,Holland,2,Central,2482
01522,14583,0.24951206884728794,0.6049887608859631,0.3163122128505794,0.24463722827950352,0.26778228073784544,Holden,2,Central,19303
01523,8043,0.5456,0.3912,0.4716,0.3697,0.4804,Lancaster,2,Central,8082
01524,11286,0.5156677210703527,0.43387442849548113,0.2321226298068403,0.49654393939393937,0.4580923710792132,Leicester,2,Central,11341
01525,7341,0.2687,0.2962,0.0608,0.1694,0.1146,NA,NA,NA,NA
01527,18070,0.4657455617044826,0.3564172993912562,0.23177441062534587,0.3839041062534588,0.3382205810736027,Millbury,2,Central,13947
01529,3242,0.4935,0.6750999999999999,0.0622,0.4396,0.4316999999999999,Millville,2,Central,3257
01531,4323,0.7347,0.7565,0.0643,0.668,0.6596,New Braintree,2,Central,1024
01532,14985,0.08370495829162496,0.33656170837504173,0.45717871204537874,0.38701801801801805,0.23319905905905908,Northborough,4,Metro West,15109
01534,16522,0.4746684178670863,0.5965087338094661,0.24482200096840576,0.3763905217286043,0.4230465137392567,Northbridge,2,Central,16679
01535,4764,0.5936,0.3694,0.0041,0.2188,0.2649,North Brookfield,2,Central,4792
01536,24214,0.32051847278433965,0.2711681382671182,0.5652103163459156,0.6047373957214834,0.4646811348806475,Grafton,2,Central,18883
01537,7914,0.5757,0.6375,0.4354,0.2929,0.5031,Oxford,2,Central,14009
01540,13944,0.5893652323580034,0.6727009466437177,0.25511407056798624,0.22850907917383823,0.4274222891566265,Oxford,2,Central,14009
01541,3443,0.0836,0.1915,0.1148,0.0782,0.0261,Princeton,2,Central,3488
01542,19200,0.5404122760416668,0.51780634375,0.31591102083333333,0.41260445312499994,0.47664395312499996,Leicester,2,Central,11341
01543,8586,0.133,0.1122,0.0355,0.5185,0.1242,Rutland,2,Central,8938
01545,41503,0.3297938269522685,0.51241645423222415,0.6291072115268775,0.5548921596029203,0.5185445244922053,Shrewsbury,2,Central,38526
01550,16894,0.8305769089617615,0.8435081389842548,0.7089890020125489,0.5269012252870842,0.7976409257724637,Southbridge,2,Central,16878
01560,4597,0.2865,0.6518,0.5858,0.463,0.4894,Grafton,2,Central,18883
01561,8043,0.5456,0.3912,0.4716,0.3697,0.4804,Lancaster,2,Central,8082
01562,11913,0.5935869050616973,0.40317644589943763,0.27959363720305547,0.4019062536724587,0.41166926047175356,Spencer,2,Central,11935
01564,8052,0.2001,0.277,0.1183,0.2737,0.14,Sterling,2,Central,8174
01566,9537,0.22339412813253642,0.8942720352312047,0.2524744678620111,0.5047206354199434,0.4684786410821013,Sturbridge,2,Central,9597
01568,7835,0.2653,0.1737,0.3281,0.3882,0.2375,Upton,2,Central,8065
01569,21244,0.4630010544153643,0.39228877800790807,0.07752520711730371,0.26594023724345695,0.2705659433251742,Uxbridge,2,Central,14195
01570,16971,0.6511339932826586,0.7970732720523246,0.455462435920099,0.5854986388545166,0.6710597489835602,Webster,2,Central,16949
01571,11682,0.6319807053586715,0.45808157849683273,0.25328279404211607,0.4192543913713405,0.4950816812189694,Dudley,2,Central,11773
01581,24498,0.15152958200669442,0.3399421707894522,0.6009383419054617,0.45808303943179035,0.32643288023512124,Westborough,4,Metro West,19144
01583,14146,0.5748672911070267,0.38548744521419487,0.48812206984306516,0.33561428672416227,0.4675452000565531,West Boylston,2,Central,8077
01585,8985,0.4448109627156372,0.4356945464663327,0.03400333889816361,0.7164484140233722,0.42987779632721207,West Brookfield,2,Central,3727
01588,30722,0.3854207603671636,0.47445933858472755,0.18881816288002082,0.2811239567736476,0.2825386042575353,Northbridge,2,Central,16679
01590,9385,0.07617341502397443,0.4664191262653169,0.1238288758657432,0.04384688332445392,0.03587405434203516,Sutton,2,Central,9582
01602,43306,0.6720064055789037,0.5796322819008913,0.7247919272156282,0.6069800489539556,0.6799122800535723,Worcester,2,Central,185428
01603,36080,0.8438036862527716,0.5893343126385809,0.8319719678492239,0.7456607372505543,0.8445217433481153,Worcester,2,Central,185428
01604,71491,0.668814627015988,0.5370446979340057,0.7381920927109705,0.665313805933614,0.7224158901120421,Worcester,2,Central,185428
01605,43392,0.808369233960177,0.6695238915007374,0.7638681669432154,0.7527897723082596,0.8267292496312684,Worcester,2,Central,185428
01606,44387,0.6683671187509856,0.5813403181111587,0.6325693333633722,0.5915122918872643,0.6725339063239237,Worcester,2,Central,185428
01607,33913,0.6316088844985699,0.46651474950608907,0.5050164686108571,0.6775705570135346,0.6006740984283313,Worcester,2,Central,185428
01608,19002,0.933614730028418,0.7419149300073676,0.8839041521945059,0.7023384380591516,0.9002349489527419,Worcester,2,Central,185428
01609,43663,0.6890893846048142,0.4188688889906786,0.7139710303918649,0.7183552916657124,0.6989564184778875,Worcester,2,Central,185428
01610,50566,0.8774489993276114,0.6180723865838705,0.837933091405292,0.7792247438990625,0.8548151445635408,Worcester,2,Central,185428
01611,4525,0.342,0.5834,0.23379999999999998,0.4863,0.4022,Leicester,2,Central,11341
01612,9576,0.15055269423558895,0.5040969715956557,0.3196744569757728,0.26759168755221385,0.21606276106934,Paxton,2,Central,4963
01701,41449,0.2555598253275109,0.3647615141499192,0.507818813481628,0.5283020193490796,0.3756840744046901,Framingham,4,Metro West,74416
01702,43758,0.6410861442479089,0.4951913455825221,0.7709050047991225,0.694780858357329,0.7018279354632296,Framingham,4,Metro West,74416
01718,6798,0.2145,0.1936,0.7012999999999999,0.8498000000000001,0.5223,Acton,4,Metro West,23662
01719,5794,0.3345,0.1368,0.5332,0.2695,0.2485,Boxborough,4,Metro West,5793
