zipcode,E_TOTPOP.zip,SVI_SES,SVI_household.disability,SVI_minority.language,SVI_house.transport,SVI_overall,Town,eohhs,eohhs_name,town_population
01037,4323,0.7347,0.7565,0.0643,0.668,0.6596,Hardwick,2,Central,3057
01038,3292,0.2385,0.5205,0.1688,0.7537999999999999,0.4187,Hatfield,1,Western,3251
01039,8618,0.4194330471106985,0.1948752146669761,0.35335878394058945,0.5071343467161754,0.3358729635646322,Williamsburg,1,Western,2466
01039,8618,0.4194330471106985,0.1948752146669761,0.35335878394058945,0.5071343467161754,0.3358729635646322,Williamsburg,1,Western,2466
01040,40376,0.7802232390529027,0.8001606622746186,0.7729442713493164,0.7136523132553992,0.8052782370715276,Holyoke,1,Western,40117
01050,9154,0.5165871313087175,0.4120379724710509,0.11304159930085209,0.3602824776054184,0.3509173913043478,Huntington,1,Western,2169
01050,9154,0.5165871313087175,0.4120379724710509,0.11304159930085209,0.3602824776054184,0.3509173913043478,Huntington,1,Western,2169
01050,9154,0.5165871313087175,0.4120379724710509,0.11304159930085209,0.3602824776054184,0.3509173913043478,Montgomery,1,Western,866
01053,3602,0.6381,0.922,0.1442,0.356,0.5827,Northampton,1,Western,28451
01054,4820,0.3975,0.6067,0.11070000000000002,0.43550000000000005,0.3747,Leverett,1,Western,1837
01056,21336,0.6094586098612673,0.6118624765654294,0.4740895763029621,0.3622804274465692,0.5473232470941133,Ludlow,1,Western,21233
01057,22265,0.5890959622726252,0.6722456276667416,0.09814015270604089,0.35002485515382886,0.4241113092297327,Monson,1,Western,8787
01060,24966,0.5991180485460226,0.49962364415605226,0.4328957301930626,0.5380641712729312,0.5484678522790996,Northampton,1,Western,28451
01062,19693,0.696038028741177,0.7523798608642666,0.44806890265576604,0.49311225308485246,0.666095170872899,Northampton,1,Western,28451
01063,2371,0.5051,0.054700000000000006,0.38,0.716,0.3672,Northampton,1,Western,28451
01066,3292,0.2385,0.5205,0.1688,0.7537999999999999,0.4187,Hatfield,1,Western,3251
01068,1840,0.4352,0.199,0.0294,0.24970000000000003,0.162,Oakham,2,Central,1957
01069,17469,0.608483725456523,0.7146809949052607,0.1970544965367222,0.6529595626538439,0.6041049172820425,Palmer,1,Western,12232
01070,3147,0.379,0.6265,0.015,0.465,0.34389999999999993,Plainfield,1,Western,661
01070,3147,0.379,0.6265,0.015,0.465,0.34389999999999993,Plainfield,1,Western,661
01071,7129,0.5284,0.3789,0.0807,0.3052,0.3157,Russell,1,Western,1792
01072,4820,0.3975,0.6067,0.11070000000000002,0.43550000000000005,0.3747,Shutesbury,1,Western,1754
01073,6140,0.3098,0.355,0.3431,0.1646,0.2121,Southampton,1,Western,6171
01074,5539,0.5147,0.3885,0.0328,0.7325,0.4612,Barre,2,Central,5578
01075,24096,0.49422636122177954,0.45549477506640107,0.22291619355909695,0.30408809345949533,0.3435509794156707,South Hadley,1,Western,17625
01077,9727,0.42741776498406503,0.7909503444021795,0.18617959288578184,0.31622030430759734,0.399201511257325,Southwick,1,Western,9740
01079,2376,0.377,0.8495,0.0786,0.3182,0.383,NA,NA,NA,NA
01080,3607,0.8376,0.7647000000000002,0.3158,0.703,0.7569999999999999,Palmer,1,Western,12232
01081,4656,0.6134,0.656,0.0882,0.2771,0.4262,Wales,2,Central,1874
01082,14161,0.7307783348633571,0.8592133394534285,0.1638320104512393,0.6315043076053951,0.6935157051055717,Ware,1,Western,9711
01082,14161,0.7307783348633571,0.8592133394534285,0.1638320104512393,0.6315043076053951,0.6935157051055717,Ware,1,Western,9711
01082,14161,0.7307783348633571,0.8592133394534285,0.1638320104512393,0.6315043076053951,0.6935157051055717,Ware,1,Western,9711
01083,5210,0.4304,0.20179999999999998,0.0185,0.6049,0.3027,Warren,2,Central,5222
01084,1355,0.6662,0.3523,0.0062,0.0624,0.208,Chesterfield,1,Western,1249
01085,48728,0.5388672262354294,0.6102319528813003,0.3961632080118207,0.5415882162206535,0.5323587362502052,Westfield,1,Western,41204
01086,2842,0.1761,0.0034,0.2338,0.3333,0.0206,NA,NA,NA,NA
01088,3292,0.2385,0.5205,0.1688,0.7537999999999999,0.4187,Hatfield,1,Western,3251
01089,28666,0.6334440242796344,0.5452255110583967,0.5286903753575665,0.47447926463406126,0.5684341275378497,West Springfield,1,Western,28517
01092,5210,0.4304,0.20179999999999998,0.0185,0.6049,0.3027,Warren,2,Central,5222
01093,5092,0.4099,0.0698,0.5673,0.5933,0.3693,Whately,1,Western,1567
01094,4323,0.7347,0.7565,0.0643,0.668,0.6596,Hardwick,2,Central,3057
01095,18211,0.28024622480918127,0.6766889078029763,0.3245493492943825,0.49082867497666244,0.41178614024490695,Wilbraham,1,Western,14689
01096,4881,0.4978824421225159,0.369059516492522,0.03379541077648023,0.29378246261012086,0.26550247900020485,Williamsburg,1,Western,2466
01096,4881,0.4978824421225159,0.369059516492522,0.03379541077648023,0.29378246261012086,0.26550247900020485,Williamsburg,1,Western,2466
01097,7129,0.5284,0.3789,0.0807,0.3052,0.3157,NA,NA,NA,NA
01098,3147,0.379,0.6265,0.015,0.465,0.34389999999999993,Worthington,1,Western,1175
01103,9046,0.9661055715233252,0.8901098386026973,0.9448179305770507,0.9396860822462968,0.9819615189033827,Springfield,1,Western,153606
01104,31048,0.9151649993558362,0.922497706776604,0.8971408850811646,0.532134581937645,0.8826661910590053,Springfield,1,Western,153606
01105,23476,0.971308630090305,0.9247405818708468,0.925821656159482,0.9357162336002726,0.9850496081104106,Springfield,1,Western,153606
