zipcode,SVI_SES,SVI_SES_quartile
01841,0.8797998822534369,4
01843,0.8178357664807103,4
01844,0.4661627301625382,2
01845,0.1517126254535944,1
01850,0.730049781766767,3
01851,0.7083340766152088,3
01852,0.7274767656336537,3
01854,0.7031750616772054,3
01860,0.2723,2
01862,0.1774198202247191,1
01863,0.15997565016636112,1
01864,0.0670823104462345,1
01867,0.061304374501992026,1
01876,0.18561760531578608,1
01879,0.2566150118446802,2
01880,0.13899813056379823,1
01886,0.045168496321402,1
01887,0.10911246935497505,1
01890,0.0900795100498622,1
01901,0.8387538766194536,4
01902,0.7261030157599777,3
01904,0.565882985505667,3
01905,0.599217187426474,3
01906,0.4009871260886028,2
01907,0.22924183648007987,1
01908,0.0137,1
01913,0.19594674300840145,1
01915,0.22055247657616642,1
01921,0.0787,1
01922,0.1407,1
01923,0.1714579349281604,1
01929,0.1235,1
01930,0.3613105494359213,2
01937,0.2198,1
01938,0.1632592691173297,1
01940,0.20323937255426605,1
01944,0.138,1
01945,0.12763481062085122,1
01949,0.2334,1
01950,0.12802112840466925,1
01951,0.1407,1
01952,0.2990067651210772,2
01960,0.37099416438097044,2
01966,0.18636772046589015,1
01969,0.0706,1
01970,0.40417530599048535,2
01982,0.12109384039900249,1
01983,0.1558,1
01984,0.0142,1
01985,0.1619,1
02019,0.19908015984955335,1
02021,0.13301151119564275,1
02025,0.1273,1
02026,0.16675839145683102,1
02030,0.0018,1
02032,0.1058,1
02035,0.2404526717992586,1
02038,0.13467510750408818,1
02043,0.057023615761009526,1
02045,0.19960619723714507,1
02047,0.1173,1
02048,0.13947448339716342,1
02050,0.20790011920044013,1
02052,0.0490229133981801,1
02053,0.1248573467230444,1
02054,0.0401,1
02056,0.1515576779026217,1
02061,0.10918600447479981,1
02062,0.23041067429197631,1
02066,0.09236823731913292,1
02067,0.07157258152173912,1
02071,0.2258033656406433,1
02072,0.2885027624615555,2
02081,0.14531705378375737,1
02090,0.18993521304186733,1
02093,0.12635553093574228,1
02108,0.37654361962856053,2
02109,0.352616631130064,2
02110,0.5124940221694378,3
02111,0.6953020477278098,3
02113,0.2301582651281363,1
02114,0.23112170922534603,1
02115,0.660095909975401,3
02116,0.3597046544263829,2
02118,0.6058915578194733,3
02119,0.853970255388439,4
02120,0.8274839718070873,4
02121,0.9152283937237903,4
02122,0.6225632339191329,3
02124,0.7341012845849804,3
02125,0.734859156651519,3
02126,0.7718445631009494,4
02127,0.29438464669226705,2
02128,0.6833234385321882,3
02129,0.27136837848974965,2
02130,0.41587206957492323,2
02131,0.4679224031522023,2
02132,0.2727436976144423,2
02134,0.5048112343745852,3
02135,0.42027225301359095,2
02136,0.5872199158832261,3
02138,0.29217486253962094,2
02139,0.3326932391145098,2
02140,0.24130337305753882,1
02141,0.3157588241048719,2
02142,0.40144237238979114,2
02143,0.29670074452952394,2
02144,0.18715149645248327,1
02145,0.4385979111872286,2
02148,0.5540591686704547,3
02149,0.630548591750224,3
02150,0.7324461909063534,3
02151,0.5945781654029152,3
02152,0.2563318640410035,2
02155,0.2472593237826428,1
02163,0.6348,3
02169,0.4076212328430167,2
02170,0.45454617204301073,2
02171,0.3405070368618005,2
02176,0.08403314127187367,1
02180,0.16720314757947977,1
02184,0.20982791410218507,1
02186,0.17400055714369056,1
02188,0.34412733948595814,2
02189,0.3496139676740153,2
02190,0.2711988274061711,2
02191,0.2929611882250386,2
02199,0.1084,1
02203,0.4673999999999999,2
02210,0.3268203095934096,2
02215,0.6074197541009024,3
02301,0.7374326574393363,3
02302,0.5974064358147039,3
02322,0.3648,2
02324,0.3615794748290864,2
02330,0.33582426893062345,2
02332,0.09469189963701204,1
02333,0.26830063255943276,2
02338,0.2177,1
02339,0.0947293811210669,1
02341,0.1338289532436053,1
02343,0.24736669989126497,1
02346,0.22145526219138956,1
02347,0.14968127604540885,1
02351,0.2534958370954712,2
02356,0.12512793214694556,1
02357,0.20409999999999998,1
02359,0.15606443946678322,1
02360,0.19594478940183038,1
02364,0.19518603243404825,1
02366,0.163,1
02367,0.1906,1
02368,0.5241357582824263,3
02370,0.21891084370986655,1
02375,0.1612735538550152,1
02379,0.19327423586880668,1
02382,0.253289512733106,2
02420,0.04681276518585676,1
02421,0.08318292290646558,1
02445,0.11283734556518533,1
02446,0.17164197628235822,1
02451,0.2772902221129416,2
02452,0.2765470573248408,2
02453,0.3384499225606608,2
02457,0.0931,1
02458,0.10286669197784527,1
02459,0.06880292777364111,1
02460,0.05915752428138885,1
02461,0.03234413968663727,1
02462,0.0586871263314626,1
02464,0.03685602383993188,1
02465,0.06757323155216285,1
02466,0.06757323155216285,1
02467,0.13930569007026952,1
02468,0.019124713691735358,1
02472,0.1704588902417812,1
02474,0.11536109401709403,1
02476,0.09806543865126445,1
02478,0.1387719156779173,1
02481,0.10680328413410499,1
02482,0.09280231315042572,1
02492,0.08040363429315112,1
02493,0.07342506836827713,1
02494,0.11008261798209927,1
02532,0.24960288955553256,1
02534,0.0785,1
02535,0.0719,1
02536,0.2889291872340426,2
02537,0.10160915040250189,1
02538,0.4517278137779176,2
02539,0.1349,1
02540,0.1397651568434379,1
02542,0.13102161104042281,1
02543,0.0651006880733945,1
02553,0.0556,1
02554,0.15886452571840376,1
02556,0.0871,1
02557,0.1085,1
02558,0.492,2
02559,0.06626335877862595,1
02561,0.1539,1
02562,0.1582767268201618,1
02563,0.11960472294680263,1
02564,0.06129999999999999,1
02568,0.19066541093257475,1
02571,0.42822289364454746,2
02575,0.0719,1
02576,0.3355335244961495,2
02584,0.06129999999999999,1
02601,0.4371389577301679,2
02630,0.28225640326975476,2
02631,0.11837462825278812,1
02632,0.20506284798718208,1
02633,0.16204409423233143,1
02635,0.1236,1
02637,0.0491,1
02638,0.3097441732427969,2
02639,0.3847985276414483,2
02641,0.3158,2
02642,0.2516220519108931,2
02643,0.1146,1
02644,0.0928,1
02645,0.13868403907314858,1
02646,0.25333313253012046,2
02647,0.5502,3
02648,0.15369343666609891,1
02649,0.2099953125,1
02650,0.19840000000000002,1
02651,0.3335,2
02652,0.3282,2
02653,0.1186888968674266,1
02655,0.14932521674510774,1
02657,0.36979999999999996,2
02659,0.1257,1
02660,0.37032130331753554,2
02663,0.3789,2
02664,0.24345077143311591,1
02666,0.3282,2
02667,0.35453532027233564,2
02668,0.128725586568128,1
02669,0.1257,1
02670,0.19,1
02671,0.3248844771008703,2
02672,0.3256004615976407,2
02673,0.3778021998005514,2
02675,0.07914472160356348,1
02702,0.2466,1
02703,0.35594523035599585,2
02713,0.0719,1
02715,0.21071720310765815,1
02717,0.28358869311425794,2
02718,0.29911152263374485,2
02719,0.38708875577187074,2
02720,0.678951838678217,3
02721,0.8176120181741858,4
02723,0.7747136840386891,4
02724,0.834277031895264,4
02725,0.4966,2
02726,0.3892263689789642,2
02738,0.1417,1
02739,0.0845,1
02740,0.6902708126036484,3
02743,0.4792085522517321,2
02744,0.8350065293053042,4
02745,0.6406342739687848,3
02746,0.7990150522480408,4
02747,0.46583720313767923,2
02748,0.41655136309554597,2
02760,0.23687929317213907,1
02762,0.1036,1
02763,0.25735815402365153,2
02764,0.1586,1
02766,0.21329475909137208,1
02767,0.37024377327526353,2
02769,0.08376581691772884,1
02770,0.24469999999999997,1
02771,0.20789981591058518,1
02777,0.30816869760660914,2
02779,0.042,1
02780,0.5579596123799659,3
02790,0.2934463942712721,2
02791,0.21010000000000004,1
02802,0.418,2
02804,0.1952,1
02806,0.051041772777846446,1
02807,0.22570000000000004,1
02808,0.3023454709871891,2
02809,0.3955456912836197,2
02812,0.1251,1
02813,0.2972000600497555,2
02814,0.23483269657630992,1
02815,0.0811,1
02816,0.32303152099627913,2
02817,0.0746,1
02818,0.17540993878039604,1
02822,0.3123405826558266,2
02825,0.1075322007722008,1
02826,0.41040000000000004,2
02827,0.14695231777493606,1
02828,0.27476303290265214,2
02830,0.4460786786604267,2
02831,0.2104191591918853,1
02832,0.21573250144322573,1
02833,0.1952,1
02835,0.12090000000000001,1
02836,0.1251,1
02837,0.0748,1
02838,0.418,2
02839,0.41040000000000004,2
02840,0.3437047456920512,2
02841,0.6152,3
02842,0.34015183480532407,2
02852,0.23555936581829282,1
02857,0.1875020115169204,1
02858,0.41040000000000004,2
02859,0.3957949372404461,2
02860,0.6276449041542528,3
02861,0.5487075141194347,3
02863,0.9094114953653725,4
02864,0.27656804016200615,2
02865,0.38385226976683606,2
02871,0.147079251349179,1
02872,0.073,1
02873,0.1952,1
02874,0.20532004189392145,1
02875,0.1251,1
02876,0.2736205405405405,2
02878,0.3052106872072246,2
02879,0.29681459628384116,2
02881,0.4113359315589354,2
02882,0.29874419292604504,2
02885,0.3231902504153809,2
02886,0.26375824715615304,2
02888,0.27784204795156014,2
02889,0.3702928103941436,2
02891,0.45302116778642154,2
02892,0.3382255292076345,2
02893,0.4324874611092764,2
02894,0.16123020906144753,1
02895,0.7643901682755964,4
02896,0.262631613895862,2
02898,0.16123020906144753,1
02903,0.6967653632633357,3
02904,0.5048529634098734,3
02905,0.7797951090707235,4
02906,0.36679685628287373,2
02907,0.9018483390743159,4
02908,0.663232818058459,3
02909,0.8124962685916983,4
02910,0.614453624632318,3
02911,0.5549597212363683,3
02912,0.5043,3
02914,0.6348502864535207,3
02915,0.46012085834198296,2
02916,0.5089750211685014,3
02917,0.21308968099861306,1
02919,0.5103960295944878,3
02920,0.5183178219068151,3
02921,0.2615425994259943,2
03031,0.13043084619297948,1
03032,0.054000000000000006,1
03033,0.0407,1
03034,0.1289172150691464,1
03036,0.06392008600797147,1
03037,0.1102,1
03038,0.2739560410230545,2
03042,0.3258,2
03043,0.1958386563384478,1
03044,0.1554,1
03045,0.3035861809323441,2
03046,0.024,1
03047,0.234779815455594,1
03048,0.21411361311102686,1
03049,0.060014311731674,1
03051,0.19656621593571152,1
03052,0.15896991505427088,1
03053,0.10389349367386112,1
03054,0.10445879140034864,1
03055,0.24468886248313954,1
03057,0.04174215241133882,1
03060,0.5192809069760763,3
03062,0.18127750733767625,1
03063,0.17136972766819616,1
03064,0.4850519054611566,2
03070,0.05689786856127887,1
03071,0.23630382653061224,1
03076,0.14167360253015593,1
03077,0.21785155034895315,1
03079,0.23881481138228122,1
03082,0.1733,1
03084,0.2201,1
03086,0.13120026560424966,1
03087,0.04961659773917839,1
03101,0.7856839602489086,4
03102,0.49708956916633323,2
03103,0.615943532463789,3
03104,0.41587832557672355,2
03106,0.19271440826946068,1
03109,0.27941475218893086,2
03110,0.056753073074861535,1
03215,0.1527,1
03216,0.1956,1
03217,0.3589,2
03218,0.3061,2
03220,0.3525794804340677,2
03221,0.09452780095062567,1
03222,0.4677444903759204,2
03223,0.17748970738927475,1
03224,0.084,1
03225,0.1862625257378174,1
03226,0.3967135585231736,2
03227,0.296,2
03229,0.1364,1
03230,0.2003,1
03231,0.1956,1
03233,0.1318,1
03234,0.12918544562551104,1
03235,0.35642189452043965,2
03237,0.3314,2
03238,0.4728,2
03240,0.5333,3
03241,0.1272,1
03242,0.163,1
03243,0.2003,1
03244,0.2690857788811065,2
03245,0.3589,2
03246,0.34905873485168454,2
03249,0.10363735817341363,1
03251,0.1527,1
03253,0.41077369479257425,2
03254,0.2689639647207056,2
03255,0.0439,1
03256,0.20834946985761893,1
03257,0.08298794691492523,1
03258,0.1446,1
03259,0.296,2
03260,0.0439,1
03261,0.12466593619078312,1
03262,0.4728,2
03263,0.5051007283321195,3
03264,0.46579556115526266,2
03266,0.19342661549446627,1
03268,0.1956,1
03269,0.2706,2
03273,0.0439,1
03275,0.26257043839889105,2
03276,0.27320758505298387,2
03278,0.12309107167710508,1
03279,0.4728,2
03280,0.172,1
03281,0.1091,1
03282,0.2527,2
03284,0.12,1
03285,0.1527,1
03287,0.2003,1
03290,0.12466593619078312,1
03291,0.0953,1
03293,0.4728,2
03301,0.3805941268725325,2
03303,0.3070698707557503,2
03304,0.02509053224155578,1
03307,0.31690502364821677,2
03431,0.35833339960238564,2
03440,0.332251145379372,2
03441,0.6404,3
03442,0.2035,1
03443,0.0865,1
03444,0.1872,1
03445,0.1872,1
03446,0.2327,1
03447,0.3733,2
03448,0.3282,2
03449,0.0997,1
03450,0.1872,1
03451,0.57254190932547,3
03452,0.3186,2
03455,0.18219109286165508,1
03456,0.3282,2
03457,0.1872,1
03458,0.1927581190183393,1
03461,0.24029999999999999,1
03462,0.0865,1
03464,0.1872,1
03465,0.2652044379076608,2
03466,0.0865,1
03467,0.0865,1
03470,0.5187153707285622,3
03561,0.47369676552363305,2
03570,0.6781361283474854,3
03574,0.2622,2
03575,0.2629,2
03576,0.4780543657587549,2
03579,0.38614460929772504,2
03580,0.3885408147578786,2
03581,0.1676,1
03582,0.6574,3
03583,0.2629,2
03584,0.5037717177644125,3
03585,0.4988,2
03586,0.2622,2
03588,0.4095,2
03590,0.609867876410005,3
03592,0.4527,2
03593,0.2629,2
03595,0.2629,2
03597,0.5842767778592376,3
03598,0.6327,3
03601,0.3792,2
03602,0.3502763888888889,2
03603,0.5108278360575749,3
03604,0.095,1
03605,0.28139857166583626,2
03607,0.3792,2
03608,0.095,1
03609,0.095,1
03740,0.4556543517248655,2
03741,0.28649880709921444,2
03743,0.46660262426674903,2
03745,0.12119999999999999,1
03746,0.12119999999999999,1
03748,0.16161492227979274,1
03750,7.000000000000001e-4,1
03751,0.12202956830277942,1
03752,0.172,1
03753,0.12,1
03754,0.5752,3
03755,0.21295528025144053,1
03765,0.4102,2
03766,0.1754992577931717,1
03768,0.1272,1
03770,0.12119999999999999,1
03771,0.4988,2
03773,0.37575157663833286,2
03774,0.4102,2
03777,0.2527,2
03779,0.2527,2
03780,0.4319977407512003,2
03781,0.12119999999999999,1
03782,0.3170262920288391,2
03784,0.1990889198913283,1
03785,0.4591940058601926,2
03801,0.10946827419532024,1
03809,0.3162,2
03810,0.3224879150066401,2
03811,0.10513531325665859,1
03812,0.2441,1
03813,0.29544519525268,2
03814,0.4198233671833244,2
03816,0.3412,2
03817,0.296,2
03818,0.298589865823061,2
03819,0.3139,2
03820,0.24360506022814898,1
03823,0.0573,1
03824,0.5044375000000001,3
03825,0.1443,1
03826,0.307062931788369,2
03827,0.10286198883084129,1
03830,0.2585,2
03832,0.3216478659808147,2
03833,0.1563013699010011,1
03835,0.3361,2
03836,0.39149999999999996,2
03837,0.3314,2
03838,0.2441,1
03839,0.23110243772377542,1
03840,0.028433642863012573,1
03841,0.1647300834724541,1
03842,0.07415914444732073,1
03844,0.1770379177686944,1
03845,0.2619321147524654,2
03846,0.2441,1
03847,0.2735,2
03848,0.1911,1
03849,0.3148,2
03850,0.3412,2
03851,0.3341,2
03852,0.3341,2
03853,0.3412,2
03854,0.0483,1
03855,0.2976,2
03856,0.1438,1
03857,0.2013430011895995,1
03858,0.1672,1
03860,0.28135896652312825,2
03861,0.0573,1
03862,0.0391,1
03864,0.5652,3
03865,0.12781735282009057,1
03867,0.4545321091940902,2
03868,0.4451468720918209,2
03869,0.1312,1
03870,0.007499999999999999,1
03871,0.007499999999999999,1
03872,0.2585,2
03873,0.10209999999999998,1
03874,0.339413647036724,2
03875,0.3027561755008876,2
03878,0.3730553192963014,2
03882,0.39149999999999996,2
03883,0.296,2
03884,0.0517,1
03885,0.029726737427343948,1
03886,0.3027561755008876,2
03887,0.27563694073783357,2
03890,0.5652,3
03894,0.19086826305338161,1
03901,0.19904070335395632,1
03902,0.07965531389788678,1
03903,0.1573402897687804,1
03904,0.15733906025087394,1
03905,0.15733906025087394,1
03906,0.28336803675648825,2
03907,0.11526429687499999,1
03908,0.16251117021276593,1
03909,0.07965531389788678,1
03910,0.0583,1
03911,0.0583,1
04001,0.335,2
04002,0.32114152657408374,2
04003,0.2075,1
04005,0.47448202850798654,2
04006,0.3565,2
04008,0.24730000000000002,1
04009,0.5033,3
04010,0.41079999999999994,2
04011,0.3114493912535307,2
04015,0.3535761831866309,2
04017,0.0746,1
04019,0.0839,1
04020,0.6233,3
04021,0.0746,1
04022,0.41079999999999994,2
04024,0.34640000000000004,2
04027,0.4558,2
04029,0.34640000000000004,2
04030,0.4821,2
04032,0.1195147370931203,1
04037,0.48488082886106143,2
04038,0.14654588316866007,1
04039,0.2009770562770563,1
04040,0.43749978292329955,2
04041,0.6383,3
04042,0.2686,2
04043,0.15499985965306237,1
04046,0.16155003837298543,1
04047,0.6233,3
04048,0.42608211527035056,2
04049,0.42608211527035056,2
04050,0.0839,1
04051,0.3393,2
04055,0.34589316531396835,2
04056,0.335,2
04057,0.5033,3
04061,0.4821,2
04062,0.1569288021816656,1
04063,0.49829999999999997,2
04064,0.24528994210466565,1
04066,0.2075,1
04068,0.6383,3
04069,0.2161,1
04071,0.17861010526315788,1
04072,0.25443259745631264,2
04073,0.5496258529621699,3
04074,0.05934233017536788,1
04076,0.335,2
04079,0.23317210493953675,1
04083,0.5711065546218488,3
04084,0.18633727272727274,1
04085,0.2232,1
04086,0.1929171135965503,1
04087,0.4821,2
04088,0.3393,2
04090,0.16593467628430683,1
04091,0.34640000000000004,2
04092,0.34652714218540887,2
04093,0.2501,2
04095,0.4269393265183404,2
04096,0.07594403011410422,1
04097,0.18513494536987285,1
04101,0.41074598838795146,2
04102,0.3294698188280857,2
04103,0.270837700204303,2
04105,0.038238914741565565,1
04106,0.2238228526952723,1
04107,0.04818582637489203,1
04108,0.0839,1
04109,0.0839,1
04110,0.0746,1
04210,0.40072578043704477,2
04216,0.3488,2
04217,0.5403545817794353,3
04219,0.5756083583031067,3
04220,0.5404391497975708,3
04221,0.6103722703639515,3
04222,0.1105,1
04224,0.6149751243231296,3
04226,0.3488,2
04227,0.7726000000000001,4
04228,0.7964,4
04231,0.639,3
04234,0.4695,2
04236,0.1552,1
04237,0.5066,3
04238,0.5951,3
04239,0.3186,2
04240,0.5928026927445494,3
04250,0.5116656216216217,3
04252,0.3253340377697842,2
04253,0.4419,2
04254,0.7964,4
04255,0.639,3
04256,0.2543778417266187,2
04257,0.5302,3
04258,0.2781096262962238,2
04259,0.44056055974593095,2
04260,0.2161,1
04261,0.3488,2
04263,0.4622,2
04265,0.4675059431524548,2
04267,0.49885355992268043,2
04268,0.5921943368828655,3
04270,0.7237,3
04271,0.7252,3
04274,0.2543778417266187,2
04275,0.5302,3
04276,0.6480018755477651,3
04280,0.5327,3
04281,0.7252,3
04282,0.3584,2
04284,0.1959,1
04285,0.6747,3
04286,0.5066,3
04287,0.24730000000000002,1
04289,0.6910089683680806,3
04290,0.48,2
04292,0.48,2
04294,0.57565286755090606,3
04330,0.5012622463582928,3
04342,0.5022,3
04343,0.3266,2
04344,0.3372931681254973,2
04345,0.4266776020761246,2
04346,0.4548,2
04347,0.21,1
04348,0.47540000000000004,2
04349,0.2844764106583072,2
04350,0.3042,2
04351,0.2754166627662064,2
04352,0.3469,2
04353,0.47540000000000004,2
04354,0.3804,2
04355,0.27803116883116885,2
04357,0.471,2
04358,0.2361,1
04359,0.5177,3
04360,0.3469,2
04363,0.5547,3
04364,0.3266,2
04401,0.41473448036458144,2
04406,0.6550734181954324,3
04408,0.5918,3
04410,0.6633,3
04411,0.3903,2
04412,0.3254423544886551,2
04413,0.8575000000000002,4
04414,0.756821768707483,4
04415,0.79,4
04416,0.42000476874836684,2
04417,0.7992,4
04418,0.7700986905582357,4
04419,0.3463,2
04421,0.4899,2
04422,0.5111,3
04424,0.6761740603404686,3
04426,0.6806513424295775,3
04427,0.5111,3
04428,0.5215,3
04429,0.4135617427385892,2
04430,0.7313191657271703,3
04431,0.361,2
04434,0.592,3
04435,0.5595,3
04438,0.5406,3
04441,0.5158825812712275,3
04442,0.5158825812712275,3
04443,0.6394765653945905,3
04444,0.18949115841639916,1
04448,0.7220374531095755,3
04449,0.6633,3
04450,0.45436131059245954,2
04451,0.6432812027080845,3
04453,0.6994537053979872,3
04454,0.8575000000000002,4
04455,0.8246899411071849,4
04456,0.2898,2
04457,0.7432099663515461,3
04459,0.6432812027080845,3
04460,0.646690058139535,3
04461,0.3903,2
04462,0.5661215828424708,3
04463,0.808039186415376,4
04464,0.4660179232804233,2
04468,0.517207022728494,3
04469,0.7596,4
04471,0.5177,3
04472,0.361,2
04473,0.6263449902134403,3
04474,0.3479,2
04475,0.7347,3
04476,0.4899,2
04478,0.806,4
04479,0.6505798502382573,3
04481,0.814,4
04485,0.5901,3
04487,0.8575,4
04488,0.592,3
04489,0.3914,2
04490,0.8575000000000002,4
04491,0.8575000000000002,4
04492,0.8575000000000002,4
04493,0.664168495620814,3
04495,0.7992,4
04496,0.5868,3
04497,0.6432812027080845,3
04530,0.2660553532624655,2
04535,0.2477,1
04537,0.1648481032665964,1
04538,0.1474,1
04539,0.2555,2
04541,0.2555,2
04543,0.3344,2
04544,0.1795,1
04547,0.4592,2
04548,0.319,2
04551,0.2555,2
04553,0.2477,1
04554,0.2555,2
04555,0.4180019083545989,2
04556,0.2477,1
04558,0.2555,2
04562,0.1781,1
04563,0.4592,2
04564,0.2555,2
04568,0.0948,1
04570,0.1474,1
04571,0.1795,1
04572,0.5704,3
04573,0.0948,1
04574,0.3665,2
04575,0.1474,1
04576,0.1474,1
04578,0.5022,3
04579,0.319,2
04605,0.3264037569060773,2
04606,0.7647,4
04607,0.45155507900677205,2
04609,0.3755,2
04611,0.6869,3
04612,0.4081,2
04613,0.3173,2
04614,0.2761,2
04616,0.3207,2
04617,0.3207,2
04619,0.6121,3
04622,0.6886212680387983,3
