date,Town,Count,fullvax.total,vaccine_prev,cumulative_incidence,population,SVI_SES,SVI_ages_disability,SVI_minority,SVI_house,SVI_overall
2021-04-01,Boxborough,180,882,17.38576717743906,3.548115750497767,5073.115215442103,0.3345,0.1368,0.5332,0.2695,0.2485
2021-04-01,Boxford,497,1806,23.637245021687832,6.504823242402465,7640.484321852841,0.0973,0.3721,0.1552,0.0165,0.0199
2021-04-01,Boylston,278,1067,23.767154737295005,6.192379584787265,4489.388872138246,0.1453,0.5048,0.0745,0.1488,0.1084
2021-04-01,Braintree,3819,8199,20.674601886768663,9.629992024096783,39657.35371788319,0.36159432096110944,0.5010614104872739,0.5388770312038057,0.5149507834547262,0.49260792861558306
2021-04-01,Brewster,445,2801,28.21749054647509,4.4829644031351,9926.467399312725,0.24902410161090457,0.33215715613382896,0.07980938661710038,0.6069939281288724,0.3036714064436183
2021-04-01,Bridgewater,2627,5337,18.65077985568093,9.180363252927451,28615.42542080018,0.5266954047545058,0.3492485122747048,0.3177407745494096,0.40670049331883157,0.38398384866376634
2021-04-01,Brimfield,183,637,17.090413320204057,4.909804768598654,3727.235778709618,0.5113,0.6983999999999999,0.1244,0.4458,0.464
2021-04-01,Brockton,12672,12330,12.426133179765042,12.77079964752495,99226.36287271098,0.8017514271668663,0.7653738050613984,0.8521708063211151,0.636755610860192,0.8228599020903105
2021-04-01,Brookfield,191,551,14.938863109010086,5.178444380800229,3688.3663500984558,0.5209,0.5848,0.2037,0.3964,0.4426999999999999
2021-04-01,Brookline,2077,12850,19.85249497674088,3.2088429623883896,64727.38068970686,0.21309575711478737,0.22691411548456614,0.5819907181339924,0.7861697103378336,0.4427995816695189
2021-04-01,Buckland,37,0,0,2.012964181759999,1838.085363627768,0.6915999999999999,0.7982,0.0841,0.5885,0.6307
2021-04-01,Burlington,1792,5516,19.828306015995974,6.441683172709352,27818.81616891584,0.25437577146236007,0.45628339923870065,0.5468525924830925,0.41947894600687385,0.392104416275546
2021-04-01,Cambridge,5080,18755,16.747176924535957,4.53615882573408,111989.02408753097,0.41906871150801794,0.11430729368823533,0.5568681350815464,0.7513826751237266,0.44386702062197264
2021-04-01,Canton,1855,5533,23.877039528736265,8.00504397719244,23172.88955919756,0.22909119045560647,0.516946325754301,0.4717590386444195,0.5173958070372611,0.4131867727154837
2021-04-01,Carlisle,166,1119,23.692558470917653,3.5147137678036913,4723.001955966722,0.1213,0.1984,0.3602,0.024,0.0288
2021-04-01,Carver,673,1978,16.14915512885556,5.494631648998885,12248.318777158061,0.5535696166709545,0.5606952319698139,0.22082302546951377,0.36989541205728493,0.4290752937140897
2021-04-01,Charlemont,15,258,17.68957963088152,1.0284639320279956,1458.485760450731,0.6759492591254066,0.8093402843030959,0.07073165883628477,0.6242575954704253,0.6340692567160584
2021-04-01,Charlton,890,2677,18.900467102577892,6.283681629172328,14163.67111707454,0.43973224299065417,0.4863036715620828,0.15139759679572765,0.26290754339118827,0.2750642857142857
2021-04-01,Chatham,299,2086,35.78330323807335,5.129054490979833,5829.534479031832,0.2799883671811535,0.4432565556458164,0.15342950446791226,0.22702281072298944,0.20552719740048742
2021-04-01,Chelmsford,2646,7225,20.084373448376944,7.355467424831196,35973.24068171948,0.19307283372365341,0.46218946377266473,0.2693717062217823,0.32413869238755155,0.2336574639658128
2021-04-01,Chelsea,8288,5728,15.515325187294762,22.449548734689067,36918.336746757734,0.8140808491418248,0.7110294138311753,0.963483373481883,0.837568071865904,0.8885439250225836
2021-04-01,Cheshire,104,808,27.519317318026616,3.542090347864812,2936.11934722929,0.6169,0.5705,0.055400000000000005,0.1612,0.3198
2021-04-01,Chester,62,105,7.733503244620423,4.566449534918726,1357.728789640582,0.4826466134682756,0.45472689762553525,0.06057953483845855,0.3541383612300506,0.3243361813935383
2021-04-01,Chesterfield,30,132,10.787454632893905,2.451694234748615,1223.6436165163173,0.6662,0.3523,0.0062,0.0624,0.208
2021-04-01,Chicopee,5146,7986,14.082099926840042,9.07419061151,56710.29208349057,0.7401367356734423,0.7622162642430819,0.576308642889937,0.45851133081514256,0.6913100400684502
2021-04-01,Chilmark,17,452,44.33897827579647,1.6676164395764161,1019.4190700301621,0.1241,0.3865,0.1634,0.2846,0.15310000000000001
2021-04-01,Clinton,1473,2106,14.957797700734352,10.461935428861207,14079.612802201531,0.45944845672350526,0.44187406288222175,0.4961264191668466,0.5294514425498238,0.4861303115332039
2021-04-01,Cohasset,391,1609,21.876444942366945,5.316152872880966,7354.942744302734,0.1878,0.5616,0.0096,0.3313,0.1833
2021-04-01,Colrain,40,276,17.44160513796161,2.527768860574146,1582.42316470797,0.6628,0.8187,0.0595,0.6543,0.6369
2021-04-01,Concord,1034,4789,25.567297665478748,5.520272663626024,18730.95883131271,0.19098926534206195,0.45606246315225296,0.5383177787986677,0.5720443244898741,0.4159401707438459
2021-04-01,Conway,27,393,20.34555385045549,1.3977861423977056,1931.62596058402,0.1597,0.5294,0.0519,0.32849999999999996,0.186
2021-04-01,Cummington,25,167,21.299076231330908,3.1884844657681,784.0715634152399,0.379,0.6265,0.015,0.465,0.34389999999999993
2021-04-01,Dalton,252,1677,25.935613120091396,3.8973014348616766,6466.012552835652,0.4212406789638932,0.6004591640502355,0.15026658163265305,0.3501857927786499,0.3522169740973312
2021-04-01,Danvers,2805,7479,26.08934809131797,9.784813664413278,28666.87191194657,0.34944018674676997,0.6229498136151425,0.2032244725127574,0.6119685244833701,0.454587333067931
2021-04-01,Dartmouth,3483,7492,20.191689882884152,9.387033617470035,37104.37335089387,0.6108826059927888,0.5687425143425516,0.3864305696168807,0.40220839594323365,0.5015555016784782
2021-04-01,Dedham,2264,6012,21.94840806477955,8.265335305831819,27391.50822353906,0.28445486464121056,0.36530176931867436,0.4559800843283288,0.542666958269299,0.41123478740591873
2021-04-01,Deerfield,176,1452,27.355528732964352,3.3158216646017395,5307.884977014866,0.4221959694415174,0.4461895943097998,0.30336867755532143,0.3812776080084299,0.3496264488935722
2021-04-01,Dennis,683,4074,31.12843407754803,5.218635364498111,13087.712635498261,0.5355749778444338,0.6810368225509579,0.23929197627650148,0.3522999761401595,0.46373121548844504
2021-04-01,Dighton,665,1254,15.818830302911008,8.388773645483111,7927.26121961898,0.3566520819501091,0.3029838471023428,0.20821375320117613,0.37362895760220055,0.2572654367826994
2021-04-01,Douglas,463,1198,12.629169467132755,4.880889368349304,9485.976121531816,0.32060184506280426,0.23271791574012862,0.12606083899272796,0.3164007812969529,0.1872475329046217
2021-04-01,Dover,230,1257,24.48468922148284,4.480094288735921,5133.820521998334,0.0014,0.4446,0.3206,0.05280000000000001,0.0309
2021-04-01,Dracut,3350,5636,17.3872672349312,10.334873179031142,32414.52451295634,0.535215793513721,0.48015453207957526,0.39980851084244867,0.24814923878973966,0.41074265016311645
2021-04-01,Dudley,919,1695,13.592960651000883,7.369870701044136,12469.68959536562,0.6319807053586715,0.45808157849683273,0.25328279404211607,0.4192543913713405,0.4950816812189694
2021-04-01,Dunstable,153,530,15.914667562438655,4.594234220854933,3330.261206654991,0.0946,0.1854,0.10249999999999998,0.0041,0.0021
2021-04-01,Duxbury,892,3778,24.98613687880357,5.899320830040441,15120.38462898593,0.14031599057504937,0.5699159459975801,0.031990530471884354,0.18691425842195758,0.11135474113226772
2021-04-01,East Bridgewater,1134,2483,16.68843114882877,7.621699928623369,14878.57053701697,0.48246755178645906,0.6439262060336438,0.24695041012095093,0.2915065688864173,0.3966290351730849
2021-04-01,East Brookfield,161,375,16.709304000831775,7.17386118435711,2244.2586476452448,0.4825,0.4419,0.1668,0.2826,0.3253
2021-04-01,East Longmeadow,1440,3862,22.710380400871685,8.467878761588613,17005.43950312592,0.3271618703703704,0.8145873086419754,0.35294861728395055,0.33419961111111113,0.44385202469135804
2021-04-01,Eastham,154,1590,34.54557875919592,3.3459239804504226,4602.61502950431,0.4302356631923156,0.49432033517269564,0.1649279991825056,0.0621411812793787,0.17628726752503576
2021-04-01,Easthampton,877,3706,20.69767628627003,4.8979660288879705,17905.39164272467,0.45365714365755266,0.5786526333482743,0.2669185398924249,0.3284099394890184,0.39007504482294936
2021-04-01,Easton,1916,4706,19.822192294394384,8.070403832566859,23741.06723468137,0.27831804800261684,0.3734940548718158,0.2668281800711453,0.462202334709899,0.29017073639448826
2021-04-01,Edgartown,295,1145,28.02132167524365,7.219467156503822,4086.1741400713,0.2844,0.1689,0.5195,0.2051,0.2086
2021-04-01,Egremont,15,159,13.196059817578618,1.2449113035451527,1204.905117118326,0.4557519111783308,0.6151214423209129,0.2941997112608277,0.538888072322288,0.45612348411934556
2021-04-01,Erving,67,417,19.73789393270207,3.171316291345417,2112.6874094155883,0.6943,0.5814,0.1552,0.5453,0.5841
2021-04-01,Essex,165,739,19.82340884603083,4.426065574553569,3727.915848075581,0.2193,0.6129,0.1196,0.0357,0.081
2021-04-01,Everett,8055,6440,13.264153476105148,16.590490100935867,48551.911070702,0.7616544733838755,0.5427897040841282,0.8723923432787153,0.689934280997799,0.7946761799951089
2021-04-01,Fairhaven,1852,3526,22.01996368310633,11.565789206214667,16012.74212230032,0.6101067515287658,0.7047079745413702,0.2889839885186572,0.4151465368775739,0.518450742543367
2021-04-01,Fall River,13052,12052,13.493493719643245,14.613099902819751,89317.12016477407,0.857627659348904,0.8151758334420668,0.6703842877413884,0.4772676237930585,0.7909471106798017
2021-04-01,Falmouth,1353,8444,27.072486820348818,4.337881888670292,31190.33746708904,0.3298955713832376,0.5037541835619337,0.20025090441098695,0.2827942403300307,0.2708718962659991
2021-04-01,Fitchburg,4352,4782,11.352398217398685,10.331584492287552,42123.25808542469,0.7811281100451843,0.6815492932980168,0.6254985799185344,0.6618297193224564,0.7675924232644067
2021-04-01,Florida,11,0,0,1.4032170837182931,783.9129189370913,0.7498,0.8755,0.11620000000000001,0.48829999999999996,0.6706
2021-04-01,Foxborough,1222,3504,19.242744030048488,6.710797147465541,18209.4611585974,0.38854105503279157,0.5983282919874537,0.18380852010265186,0.3536102309666382,0.3414833076703735
2021-04-01,Framingham,7600,13666,18.36883076129468,10.215360294587997,74397.76748771562,0.4535466182355909,0.43174367012099946,0.6429265576771862,0.6137971199549332,0.5431750443038718
2021-04-01,Franklin,1742,5589,16.476977945222924,5.135604863227471,33920.0551131428,0.22967507419296226,0.292869992732118,0.255281206468415,0.20341818181818183,0.1620663315365514
2021-04-01,Freetown,905,1768,19.537692259819167,10.000911479149517,9049.175186549714,0.48879486421837626,0.34318249613057544,0.12915355283523286,0.20065467848599974,0.23614045307443365
2021-04-01,Gardner,2164,4404,22.15999146951649,10.888787815629811,19873.65385974172,0.6087291226563618,0.59070311721769,0.24158312294260773,0.6646182796622297,0.5772364076141405
2021-04-01,Georgetown,516,1752,19.49748186733701,5.742409043119804,8985.775762843627,0.09150506416926812,0.3237529887848306,0.1261191929702856,0.2829947508382472,0.09968745519713261
2021-04-01,Gill,38,248,14.835743077859377,2.273218697413937,1671.638546842397,0.4126,0.71,0.0854,0.7106,0.5024
2021-04-01,Gloucester,1812,6815,23.991076195743325,6.3788452042093775,28406.39554639557,0.5188062198409266,0.45486013178475154,0.26703404106625844,0.3120140969749409,0.3608929248893474
2021-04-01,Goshen,26,114,9.856968916792736,2.2480806301457115,1156.5421476148204,0.4332,0.3755,0.0444,0.3827,0.2876
2021-04-01,Gosnold,5,0,0,11.192955443307545,44.67095420262379,0.1241,0.3865,0.1634,0.2846,0.15310000000000001
2021-04-01,Grafton,1082,3331,16.55163318543864,5.376423628533356,20124.90225393866,0.3141106388290026,0.3601293566322479,0.5552850675138999,0.5364171269715193,0.45239594689662993
2021-04-01,Granby,344,1101,18.012531127153554,5.627893467521183,6112.411366441794,0.2947,0.301,0.2112,0.06040000000000001,0.09879999999999999
2021-04-01,Granville,72,195,9.927980496963777,3.6657158758020096,1964.145679573362,0.5284,0.3789,0.0807,0.3052,0.3157
2021-04-01,Great Barrington,414,2627,36.5757287106487,5.76412321515362,7182.358609399825,0.4955285859862226,0.6300799086944116,0.3563772225166103,0.6252635348306363,0.5313805282680472
2021-04-01,Greenfield,730,3388,19.07643540558863,4.110329942762603,17760.13142899565,0.57049095742243,0.778866758329896,0.2882182318163069,0.5993790091204914,0.5964984371419405
2021-04-01,Groton,465,1918,16.407393932250212,3.9778092692890237,11689.851587155461,0.17306393239536325,0.2806715954340324,0.1940279267321476,0.21234130607910806,0.13722993540394657
2021-04-01,Groveland,443,1494,21.82261875740891,6.470830059927809,6846.107777476423,0.16719999999999996,0.3769,0.1265,0.0844,0.07690000000000001
2021-04-01,Hadley,290,1138,19.607975248657404,4.996759949130621,5803.76089610742,0.2221,0.5479,0.3295,0.8181999999999999,0.4928
2021-04-01,Halifax,479,1335,17.463923910657215,6.266082062325697,7644.330144987217,0.414,0.1717,0.0314,0.3841,0.2052
2021-04-01,Hamilton,377,1881,25.50461136678802,5.111769529653952,7375.13688387124,0.22857890274314216,0.38239907730673317,0.1345198753117207,0.5817465710723192,0.2823136159600998
2021-04-01,Hampden,412,1124,22.95027953621024,8.412380043521903,4897.54383264303,0.525,0.7497,0.0396,0.1379,0.2979
2021-04-01,Hanover,1245,3228,22.448701583296597,8.658188807684096,14379.45080263287,0.15738032228936585,0.5440870320205599,0.0885585121900396,0.2000083211780232,0.13900828644856567
2021-04-01,Hanson,824,1977,18.366538962325315,7.655047094059716,10764.140179352005,0.283950220067615,0.2850934107290936,0.08650044013522995,0.10012134974803853,0.07980015309051477
2021-04-01,Hardwick,83,391,11.702817778337403,2.4842298608746916,3341.075691392579,0.7347,0.7565,0.0643,0.6680000000000001,0.6596
2021-04-01,Harvard,124,1050,15.10472717190075,1.7837963517292315,6951.466173803588,0.3981220401442684,0.32163388348753336,0.3771245060373216,0.5532472910459463,0.41550423004547593
2021-04-01,Harwich,665,3755,29.828480090760113,5.282540415540739,12588.64008013327,0.35931219271561293,0.4892867877990627,0.17061357669434624,0.37161854805557837,0.32599626188714403
2021-04-01,Hatfield,150,813,25.133274738517454,4.6371355606120765,3234.755551985649,0.2385,0.5205,0.1688,0.7538,0.41870000000000007
2021-04-01,Haverhill,7424,10853,16.459227898353355,11.258942957465706,65938.69449420393,0.606178614284435,0.6792564392534125,0.5410066714426436,0.5261982154050838,0.6140824470058464
2021-04-01,Heath,7,30,5.100416035780395,1.1900970750154254,588.1873123593107,0.6628,0.8187,0.0595,0.6543,0.6369
2021-04-01,Hingham,1785,5510,22.953515513020786,7.4359392360693475,24005.03747181714,0.07868490857584343,0.4872689844621856,0.0987854622714396,0.2687287535410765,0.13406525452828572
2021-04-01,Hinsdale,68,578,19.519538799246355,2.2964163293231006,2961.135536779775,0.47074960629921264,0.47952652035516835,0.09808803819735298,0.12630055285642486,0.21431512816217124
2021-04-01,Holbrook,962,1931,17.03603520292846,8.487139236259543,11334.796958320825,0.4624469554186299,0.6936133744110184,0.514874420079739,0.2865165096049293,0.4841833725987677
2021-04-01,Holden,1365,4399,23.156049240144505,7.185271019049159,18997.19574085924,0.2412512333852233,0.5690222488324752,0.2828547718836068,0.21838288827685304,0.23781759070769967
2021-04-01,Holland,117,337,13.137032321316445,4.56092813529384,2565.267343166814,0.6134,0.656,0.0882,0.2771,0.4262
2021-04-01,Holliston,720,2896,21.09842877108317,5.245465716567639,13726.140611803115,0.06459356976903104,0.2937157304906382,0.2186416222495558,0.12575677190105233,0.06383307366406997
2021-04-01,Holyoke,5040,5824,14.331293516175627,12.402080927459677,40638.34149671482,0.7802232390529027,0.8001606622746186,0.7729442713493164,0.7136523132553992,0.8052782370715276
2021-04-01,Hopedale,342,1072,19.029061096225053,6.070838521370306,5633.488665463696,0.40230000000000005,0.6594,0.0478,0.5062,0.3988
2021-04-01,Hopkinton,777,3074,18.764839231381334,4.743096969025146,16381.701767309592,0.10094472581208523,0.17215064617534057,0.34697249970893,0.2318972522994528,0.11212832110839446
2021-04-01,Hubbardston,146,896,19.146304821587027,3.1198219910175284,4679.754178935772,0.3304,0.1546,0.15310000000000001,0.085,0.0796
2021-04-01,Hudson,1505,3554,16.875300531487962,7.146124732664429,21060.36567093143,0.4282959482585062,0.4909631769679887,0.4751079021542179,0.4139430843567546,0.4249634336621704
2021-04-01,Hull,527,2296,23.43981835574182,5.380132523290914,9795.297749982656,0.33189378357636223,0.4288348810437453,0.18782538372985416,0.14392173829623944,0.18539641212586339
2021-04-01,Huntington,92,339,15.408812894605699,4.181742732459364,2200.039693639714,0.5165871313087175,0.4120379724710509,0.11304159930085209,0.3602824776054184,0.3509173913043478
2021-04-01,Ipswich,687,3878,28.923021902877228,5.123805066342613,13408.004229372109,0.2900247248399396,0.5422229120207179,0.167317574275232,0.35323755125530537,0.2967161571109992
2021-04-01,Kingston,1001,2561,18.73387308299574,7.322376788785137,13670.42462951537,0.3805737613033406,0.6298434123010238,0.1594447574919662,0.5574959420073238,0.4395180255586279
2021-04-01,Lakeville,909,1918,16.87197142434431,7.996153297564638,11367.966147883271,0.28859567466590025,0.5338569622072137,0.0790218996982325,0.3537398189395028,0.2768425707716626
2021-04-01,Lancaster,503,1239,14.42541350033696,5.856322026367628,8589.008557509,0.5456,0.3912,0.4716,0.3697,0.4804
2021-04-01,Lanesborough,100,775,20.177365650148193,2.603531051632025,3840.937481322335,0.4727820694542877,0.6866932671863927,0.0746516654854713,0.39556300496102054,0.41674514528703044
2021-04-01,Lawrence,18626,9638,10.985846149128056,21.2307916967897,87731.0665848435,0.9168210101216645,0.7784210520396686,0.969110316941008,0.7188115223392292,0.908547656681321
2021-04-01,Lee,301,1616,27.717982249435355,5.162817238292105,5830.150208833905,0.5762161610093121,0.7642027635926705,0.34526836887954343,0.7125523881045359,0.6365734154400722
2021-04-01,Leicester,985,1925,17.090293181068443,8.744903264079177,11263.703785564045,0.5067919111136501,0.4992280597526492,0.278288897774985,0.4491876238896346,0.4610422267287424
2021-04-01,Lenox,218,1833,37.92853396928483,4.510867651557061,4832.7731345598395,0.43653973107569716,0.6759505079681275,0.27688097609561757,0.7536755179282869,0.5725347410358566
2021-04-01,Leominster,4644,6228,15.424784277912293,11.501717756362346,40376.57764146666,0.6438921546894523,0.6862982346539842,0.5976037060174922,0.6863762222401354,0.6993952823344484
2021-04-01,Leverett,27,464,22.90045935052267,1.3325698328967932,2026.16023066546,0.3975,0.6067,0.11070000000000002,0.43550000000000005,0.3747
2021-04-01,Lexington,1081,7761,22.772737154466274,3.171927440275485,34080.22473257188,0.08594523526658747,0.4737667602692875,0.6197175270907587,0.3212136767829499,0.28871288476077334
2021-04-01,Lincoln,164,1751,20.133814037354,1.8857484306830703,8696.812222221744,0.06129788802013121,0.4801555944998652,0.5154794823402534,0.233852260267817,0.21645894670621013
2021-04-01,Littleton,528,1688,17.301424280867355,5.41181991723813,9756.422203151573,0.20477043784599902,0.4778346854554605,0.21035276295923502,0.36218311021640665,0.24952448917966788
2021-04-01,Longmeadow,1021,4198,27.24837151102316,6.6271051245246895,15406.425291514119,0.3593305907557663,0.6390718388184885,0.4933300574345884,0.4163734752484274,0.4323373552739539
2021-04-01,Lowell,15700,13569,11.683018923947479,13.517827187410672,116142.92579965523,0.8177169249328604,0.5267692536370295,0.8167536549812583,0.6887097047292154,0.8027664675216498
2021-04-01,Ludlow,2000,3913,18.89051826367334,9.655261059889261,20714.09553397346,0.6094586098612673,0.6118624765654294,0.4740895763029621,0.3622804274465692,0.5473232470941133
2021-04-01,Lunenburg,675,1821,17.478704241605037,6.478926613445029,10418.39243246318,0.42838723272114276,0.35968327566320646,0.2143427823618135,0.4746774376719014,0.3741587791677757
2021-04-01,Lynn,16171,17869,17.722908926288934,16.03879121646529,100824.30640657622,0.7569042136902399,0.6873594289747128,0.8664982835214275,0.6572958411312123,0.7821289551787368
2021-04-01,Lynnfield,1117,3260,28.119714753204015,9.634883858689841,11593.28972079473,0.30440407371483996,0.4714545737315629,0.35025190474597817,0.14301116759757854,0.24240393993110138
2021-04-01,Malden,6569,10374,15.333823060932792,9.70964755034389,67654.36094297103,0.7108093869174337,0.36591334293109523,0.852629023019313,0.7204944358507038,0.7453886480939764
2021-04-01,Manchester,214,1294,26.411747027404562,4.367939616587771,4899.335127878359,0.2207,0.6778,0.0902,0.1879,0.1784
2021-04-01,Mansfield,1671,3953,16.728318872438145,7.071343495027609,23630.58733004563,0.22297835528807708,0.23139973065106687,0.3333053785615084,0.42823247338074993,0.2582072892555027
2021-04-01,Marblehead,1248,5385,28.28823141199894,6.555935525009225,19036.1847708721,0.18775244533385396,0.6488869582194455,0.25560841468176493,0.07934544123389302,0.14663857868020305
2021-04-01,Marion,397,1293,28.123826543105483,8.635080539530454,4597.525155469916,0.2721,0.9384,0.2208,0.2709,0.394
2021-04-01,Marlborough,4451,6527,14.964966860099397,10.205158188187898,43615.198490032926,0.4580962691069992,0.40556471741753825,0.664725175985519,0.6986110418342719,0.616249253318584
2021-04-01,Marshfield,1738,5906,22.78778520456079,6.705921213262218,25917.39366938548,0.3585409315972859,0.5852238920471912,0.142755281496424,0.19389081239684577,0.23841669723088207
2021-04-01,Mashpee,747,3922,25.245902970002223,4.808436899181964,15535.19398636766,0.375647169384058,0.5780890987318841,0.2067356838768116,0.21030018115942029,0.29086308876811595
2021-04-01,Mattapoisett,408,1807,31.52357119624948,7.117663003912445,5732.218563533144,0.1234,0.2503,0.0355,0.0412,0.0165
2021-04-01,Maynard,566,1908,18.33491321468956,5.438973207292605,10406.375954216948,0.15172932075471698,0.258272,0.19450028301886796,0.29026271698113204,0.13872273584905662
2021-04-01,Medfield,536,2514,22.326191821734632,4.760079083711123,11260.317120238175,0.06400275337307813,0.2647719956071541,0.19262789457169752,0.1755563539378726,0.0796255177282711
2021-04-01,Medford,4912,11350,18.679774915309725,8.084145760704967,60760.90344481438,0.40143457460686416,0.149101888000759,0.5927121640852921,0.5328511147743175,0.3907115972106923
2021-04-01,Medway,685,2336,17.877458928823636,5.242319934179877,13066.733976570305,0.2424045983086681,0.31694112050739953,0.1867171247357294,0.14442595137420716,0.12567690274841437
2021-04-01,Melrose,1918,6476,22.339481300747984,6.616294801549511,28989.03476233876,0.16339598804950917,0.27757159624413147,0.3274203122777066,0.4183096208564518,0.23810656565656566
