Town,date,population,cum.covid.cases,cum.fullvax.indiv,SVI_SES,age65up.pct,SVI_overall,blacklatinx.pct,VIRratio,vaccine_prev,cumulative_incidence
Braintree,2021-04-15,39657.35371788319,3924,11408,0.36159432096110944,0.17628089770943353,0.49260792861558306,0.050958153035719086,2.9072375127421,28.766417651452237,9.894760068749875
Brewster,2021-04-15,9926.467399312725,486,3825,0.24902410161090457,0.39697917897424356,0.3036714064436183,0.025887649646986595,7.870370370370371,38.53334571234103,4.896001572862154
Bridgewater,2021-04-15,28615.42542080018,2743,7147,0.5266954047545058,0.14105654507629925,0.38398384866376634,0.1267292039274373,2.605541378053226,24.976039653091924,9.58573901894937
Brimfield,2021-04-15,3727.235778709618,193,850,0.5113,0.20565232363602232,0.464,0.062316127306766514,4.404145077720207,22.805104116441836,5.178100111145029
Brockton,2021-04-15,99226.36287271098,13133,19344,0.8017514271668663,0.1356418680441849,0.8228599020903105,0.5191981221050866,1.4729307850453057,19.49481915891119,13.235393921318273
Brookfield,2021-04-15,3688.3663500984558,196,746,0.5209,0.21313526868380647,0.4426999999999999,0.012532789274264064,3.806122448979592,20.225756586790425,5.314005752025366
Brookline,2021-04-15,64727.38068970686,2169,16654,0.21309575711478737,0.1511500891129721,0.4427995816695189,0.1086242620899957,7.678192715537113,25.72945146635351,3.3509775567743945
Buckland,2021-04-15,1838.085363627768,39,34,0.6915999999999999,0.2584922090121888,0.6307,0,0.8717948717948718,1.8497508697254044,2.1217730564497286
Burlington,2021-04-15,27818.81616891584,1916,7699,0.25437577146236007,0.18687011539955323,0.392104416275546,0.07169518459662219,4.018267223382046,27.67551269346501,6.887424642249508
Cambridge,2021-04-15,111989.02408753097,5407,26392,0.41906871150801794,0.11625206831528154,0.44386702062197264,0.19507561036695426,4.881080081375994,23.56659522219957,4.8281517265244425
Canton,2021-04-15,23172.88955919756,1925,7490,0.22909119045560647,0.19519530910074437,0.4131867727154837,0.10491052131062506,3.89090909090909,32.32225303998457,8.30712110840725
Carlisle,2021-04-15,4723.001955966722,184,1596,0.1213,0.19940490143707298,0.0288,0.01619745468569225,8.673913043478262,33.79206730972706,3.8958273088908384
Carver,2021-04-15,12248.318777158061,706,2825,0.5535696166709545,0.21878061388613876,0.4290752937140897,0.03601749421147415,4.001416430594901,23.064389908502005,5.764056380673421
Charlemont,2021-04-15,1458.485760450731,16,414,0.6759492591254066,0.2756799524315544,0.6340692567160584,0.01680672268907563,25.875,28.385604523972678,1.0970281941631952
Charlton,2021-04-15,14163.67111707454,923,3514,0.43973224299065417,0.18545311622782482,0.2750642857142857,0.04947337190327845,3.8071505958829905,24.80995196057479,6.516672071602313
Chatham,2021-04-15,5829.534479031832,315,2683,0.2799883671811535,0.45588235699544066,0.20552719740048742,0.04847782925215089,8.51746031746032,46.02425819163509,5.403518945346646
Chelmsford,2021-04-15,35973.24068171948,2800,10876,0.19307283372365341,0.19676519519548125,0.2336574639658128,0.04451918143989055,3.8842857142857143,30.233584169487564,7.783563412519785
Chelsea,2021-04-15,36918.336746757734,8490,7991,0.8140808491418248,0.09649512008532571,0.8885439250225836,0.7269464384318056,0.9412249705535923,21.6450704559484,22.99670231147565
Cheshire,2021-04-15,2936.11934722929,110,984,0.6169,0.22888516532327763,0.3198,0.03413078149920255,8.945454545454545,33.51362406056707,3.746441714087782
Chester,2021-04-15,1357.728789640582,64,210,0.4826466134682756,0.20209903237320379,0.3243361813935383,0.010359116022099447,3.2812500000000004,15.467006489240847,4.713754358625781
Chesterfield,2021-04-15,1223.6436165163173,31,223,0.6662,0.2243515581386186,0.208,0.035422343324250684,7.193548387096775,18.22426047829804,2.533417375906902
Chicopee,2021-04-15,56710.29208349057,5475,11172,0.7401367356734423,0.18392039061226279,0.6913100400684502,0.24757011192756148,2.0405479452054793,19.700127771432125,9.65433221881408
Chilmark,2021-04-15,1019.4190700301621,18,574,0.1241,0.2973906998795619,0.15310000000000001,0.08475734791524266,31.888888888888886,56.30657860687428,1.7657115242573818
Clinton,2021-04-15,14079.612802201531,1515,3050,0.45944845672350526,0.14737746785581873,0.4861303115332039,0.18030074106050795,2.0132013201320134,21.662527534301887,10.760239086710609
Cohasset,2021-04-15,7354.942744302734,404,2351,0.1878,0.19384236458385626,0.1833,0.015031364658539471,5.819306930693069,31.96489873182392,5.492904758680078
Colrain,2021-04-15,1582.42316470797,41,437,0.6628,0.23005257405482513,0.6369,0.012721238938053098,10.658536585365853,27.61587480177255,2.5909630820885
Concord,2021-04-15,18730.95883131271,1054,6575,0.19098926534206195,0.25849904003775365,0.4159401707438459,0.11095607235142119,6.238140417457306,35.10231408446916,5.627047763502736
Conway,2021-04-15,1931.62596058402,28,596,0.1597,0.2422585079147938,0.186,0.02505446623093682,21.28571428571429,30.854834847001207,1.4495559995235465
Cummington,2021-04-15,784.0715634152399,25,261,0.379,0.21091063076282196,0.34389999999999993,0.031446540880503145,10.44,33.28777782261896,3.1884844657681
Dalton,2021-04-15,6466.012552835652,270,1986,0.4212406789638932,0.2343348487544219,0.3522169740973312,0.040548510763786495,7.355555555555556,30.71444702236226,4.175680108780368
Danvers,2021-04-15,28666.87191194657,2911,9956,0.34944018674676997,0.21179113503509017,0.454587333067931,0.0551771861456095,3.420130539333562,34.72998390121162,10.154578458861694
Dartmouth,2021-04-15,37104.37335089387,3628,10073,0.6108826059927888,0.19581005928339337,0.5015555016784782,0.04910265613783202,2.7764608599779494,27.147743218138288,9.777823130686558
Dedham,2021-04-15,27391.50822353906,2333,8197,0.28445486464121056,0.2107093550632283,0.41123478740591873,0.1682570977917981,3.5135019288469778,29.925332818861936,8.517238192802843
Deerfield,2021-04-15,5307.884977014866,181,2143,0.4221959694415174,0.22427856629561244,0.3496264488935722,0.05236291783303145,11.839779005524862,40.3738967456905,3.4100211437097436
Dennis,2021-04-15,13087.712635498261,776,5389,0.5355749778444338,0.3964530576175783,0.46373121548844504,0.06780998851894374,6.944587628865978,41.176026323982896,5.929225538580577
Dighton,2021-04-15,7927.26121961898,698,1863,0.3566520819501091,0.14997958817076273,0.2572654367826994,0.03532293412401702,2.6690544412607453,23.501180904563963,8.805058653454452
Douglas,2021-04-15,9485.976121531816,476,1753,0.32060184506280426,0.12637487900471892,0.1872475329046217,0.07903115760745963,3.6827731092436973,18.479911582540666,5.017933778259759
Dover,2021-04-15,5133.820521998334,236,1736,0.0014,0.19250264379116871,0.0309,0.0534491398029063,7.355932203389831,33.81497254454591,4.5969663136594665
Dracut,2021-04-15,32414.52451295634,3558,8529,0.535215793513721,0.16044764842475,0.41074265016311645,0.09388765634545514,2.3971332209106238,26.312278610136303,10.976560827162032
Dudley,2021-04-15,12469.68959536562,974,2292,0.6319807053586715,0.141904482747933,0.4950816812189694,0.04682417394281801,2.353182751540041,18.380569800645443,7.810940220693133
Dunstable,2021-04-15,3330.261206654991,169,829,0.0946,0.1472513164748296,0.0021,0.013452914798206279,4.905325443786983,24.892942281625746,5.074677015192703
Duxbury,2021-04-15,15120.38462898593,927,5231,0.14031599057504937,0.23531685018250942,0.11135474113226772,0.012545373495510413,5.642934196332254,34.59568078692998,6.130796423147409
East Bridgewater,2021-04-15,14878.57053701697,1173,3726,0.48246755178645906,0.17526079516162502,0.3966290351730849,0.05401084387599055,3.176470588235294,25.042728336905352,7.883821883840574
East Brookfield,2021-04-15,2244.2586476452448,168,515,0.4825,0.17236767439420927,0.3253,0.026864289022695692,3.0654761904761907,22.947444161142307,7.485768192372635
East Longmeadow,2021-04-15,17005.43950312592,1517,5088,0.3271618703703704,0.23791093606350777,0.44385202469135804,0.08271604938271605,3.3539881344759395,29.919838290946437,8.920675056479116
Eastham,2021-04-15,4602.61502950431,167,2133,0.4302356631923156,0.44546249611251243,0.17628726752503576,0.03392601675863478,12.77245508982036,46.34321980714774,3.6283721086702636
Easthampton,2021-04-15,17905.39164272467,896,5186,0.45365714365755266,0.2124269469424963,0.39007504482294936,0.06465710443747198,5.787946428571428,28.96334301689055,5.004079317997288
Easton,2021-04-15,23741.06723468137,2028,6632,0.27831804800261684,0.17151628071387712,0.29017073639448826,0.07253353081543652,3.270216962524655,27.93471723255919,8.542160215263877
Edgartown,2021-04-15,4086.1741400713,355,1546,0.2844,0.22681056446780862,0.2086,0.08221086855550395,4.354929577464789,37.83490245408444,8.687833357826634
Egremont,2021-04-15,1204.905117118326,16,222,0.4557519111783308,0.3659580304100217,0.45612348411934556,0.10770311402481854,13.875,18.42468729246826,1.3279053904481628
Erving,2021-04-15,2112.6874094155883,69,668,0.6943,0.19193058951744713,0.5841,0.05140507196710076,9.681159420289855,31.61849675550356,3.2659824492960263
Essex,2021-04-15,3727.915848075581,174,1068,0.2193,0.19292458399555767,0.081,0.00538647993536224,6.137931034482758,28.64871535529219,4.667487333165582
Everett,2021-04-15,48551.911070702,8290,9746,0.7616544733838755,0.11167357052682489,0.7946761799951089,0.4404333713483639,1.1756332931242461,20.07336021399391,17.07450812374405
Fairhaven,2021-04-15,16012.74212230032,1911,4899,0.6101067515287658,0.23841648795263465,0.518450742543367,0.02346187445401223,2.563579277864992,30.59438516265964,11.93424577379926
Fall River,2021-04-15,89317.12016477407,13490,18191,0.857627659348904,0.16794360413063608,0.7909471106798017,0.15736742679800297,1.3484803558191252,20.366756078163814,15.103487411051061
Falmouth,2021-04-15,31190.33746708904,1463,11875,0.3298955713832376,0.32429824666468443,0.2708718962659991,0.05425685425685426,8.116883116883116,38.07268841682168,4.690555212952431
Fitchburg,2021-04-15,42123.25808542469,4489,7342,0.7811281100451843,0.13956491260251735,0.7675924232644067,0.3000466406460957,1.6355535754065493,17.429800859920775,10.656820493078774
Florida,2021-04-15,783.9129189370913,11,0,0.7498,0.20263548229800948,0.6706,0,0,0,1.4032170837182931
Foxborough,2021-04-15,18209.4611585974,1300,4950,0.38854105503279157,0.16243127266602467,0.3414833076703735,0.08896492728828058,3.807692307692308,27.183670932859595,7.139145901559085
Framingham,2021-04-15,74397.76748771562,7909,18925,0.4535466182355909,0.15581564358890765,0.5431750443038718,0.21893779890963344,2.3928435959034013,25.437591259878666,10.630695338144273
Franklin,2021-04-15,33920.0551131428,1834,8327,0.22967507419296226,0.1332519258953054,0.1620663315365514,0.03225122645509054,4.540348964013086,24.548898792247503,5.406830837634432
Freetown,2021-04-15,9049.175186549714,938,2585,0.48879486421837626,0.1889139720469372,0.23614045307443365,0.027996973300183765,2.7558635394456292,28.5661394183442,10.365585599383698
Gardner,2021-04-15,19873.65385974172,2222,5358,0.6087291226563618,0.1753472760882401,0.5772364076141405,0.11243006567745074,2.4113411341134112,26.9603165971093,11.180631481667948
Georgetown,2021-04-15,8985.775762843627,540,2580,0.09150506416926812,0.16330009523057856,0.09968745519713261,0.045091918140825527,4.777777777777778,28.712045215599023,6.009497835823051
Gill,2021-04-15,1671.638546842397,39,462,0.4126,0.24828290803681383,0.5024,0.04477611940298507,11.846153846153845,27.637553636979966,2.3330402420827245
Gloucester,2021-04-15,28406.39554639557,1921,9582,0.5188062198409266,0.25032591824061895,0.3608929248893474,0.03654031748144697,4.988027069234774,33.73184036795489,6.762561609981354
Goshen,2021-04-15,1156.5421476148204,27,140,0.4332,0.19637640692328281,0.2876,0.058161350844277676,5.185185185185186,12.105049546938448,2.3345452697667004
Gosnold,2021-04-15,44.67095420262379,5,0,0.1241,0.3324434305437122,0.15310000000000001,0,0,0,11.192955443307545
Grafton,2021-04-15,20124.90225393866,1125,4715,0.3141106388290026,0.13936361679744527,0.45239594689662993,0.12029797125950972,4.191111111111111,23.428685220457275,5.5900892625693395
Granby,2021-04-15,6112.411366441794,365,1517,0.2947,0.18514255098588372,0.09879999999999999,0.057160903205431865,4.156164383561643,24.818355785551265,5.971456731526837
Granville,2021-04-15,1964.145679573362,75,320,0.5284,0.2135629101248758,0.3157,0.020192748967416244,4.266666666666667,16.29207055912004,3.81845403729376
Great Barrington,2021-04-15,7182.358609399825,428,3208,0.4955285859862226,0.2585198462667308,0.5313805282680472,0.11030778764718034,7.495327102803739,44.66499341597298,5.959045256245771
Greenfield,2021-04-15,17760.13142899565,754,5181,0.57049095742243,0.22428214409974823,0.5964984371419405,0.09473268221080562,6.871352785145889,29.172081415689107,4.245464077867127
Groton,2021-04-15,11689.851587155461,499,2999,0.17306393239536325,0.1562874848915081,0.13722993540394657,0.017432085656136624,6.01002004008016,25.65473117978018,4.268659839516609
Groveland,2021-04-15,6846.107777476423,461,2112,0.16719999999999996,0.21883610028997846,0.07690000000000001,0.058379019113942804,4.5813449023861175,30.849645793606168,6.733753177486952
Hadley,2021-04-15,5803.76089610742,296,1596,0.2221,0.24174064737571269,0.4928,0.10376647834274953,5.391891891891892,27.499409926939556,5.100141189457461
Halifax,2021-04-15,7644.330144987217,505,1987,0.414,0.17970427971580907,0.2052,0.04486196319018405,3.9346534653465346,25.99312120634898,6.606203426877824
Hamilton,2021-04-15,7375.13688387124,408,2406,0.22857890274314216,0.1715516228696982,0.2823136159600998,0.014463840399002495,5.897058823529411,32.62312331126633,5.532100711137433
Hampden,2021-04-15,4897.54383264303,432,1504,0.525,0.2626695353887549,0.2979,0.04161047967636294,3.4814814814814814,30.709270838487722,8.820748006799665
Hanover,2021-04-15,14379.45080263287,1301,4493,0.15738032228936585,0.17933383393432992,0.13900828644856567,0.01097450857817601,3.4534973097617216,31.245977761385255,9.047633444816874
Hanson,2021-04-15,10764.140179352005,865,2850,0.283950220067615,0.1540467352417429,0.07980015309051477,0.022778402699662543,3.2947976878612715,26.476801235522075,8.035941427623367
Hardwick,2021-04-15,3341.075691392579,86,510,0.7347,0.15561743159383992,0.6596,0.052700922266139656,5.930232558139535,15.264544928266178,2.5740213016291986
Harvard,2021-04-15,6951.466173803588,134,1640,0.3981220401442684,0.1394379306717828,0.41550423004547593,0.16585074626865673,12.238805970149254,23.59214529706403,1.9276508962235241
Harwich,2021-04-15,12588.64008013327,716,5028,0.35931219271561293,0.34822972378549183,0.32599626188714403,0.04594506213211249,7.022346368715083,39.94077174336667,5.687667575228826
Hatfield,2021-04-15,3234.755551985649,164,1076,0.2385,0.2664060599579328,0.41870000000000007,0.0212636695018226,6.560975609756098,33.26371908812396,5.0699348796025365
Haverhill,2021-04-15,65938.69449420393,7725,15953,0.606178614284435,0.1533620022063735,0.6140824470058464,0.22746523388116308,2.0651132686084144,24.19368494079343,11.71542757899011
Heath,2021-04-15,588.1873123593107,7,40,0.6628,0.34710501584597675,0.6369,0.0117096018735363,5.714285714285714,6.80055471437386,1.1900970750154254
Hingham,2021-04-15,24005.03747181714,1863,7720,0.07868490857584343,0.25394236871096215,0.13406525452828572,0.014893982316078634,4.143853998926463,32.15991647196379,7.760871034620276
Hinsdale,2021-04-15,2961.135536779775,69,743,0.47074960629921264,0.24091576606920465,0.21431512816217124,0.0125,10.768115942028986,25.091725480692112,2.330187157695499
Holbrook,2021-04-15,11334.796958320825,999,2949,0.4624469554186299,0.1569140211976043,0.4841833725987677,0.14634601043997017,2.9519519519519517,26.017228282462987,8.813567668423373
Holden,2021-04-15,18997.19574085924,1398,6000,0.2412512333852233,0.17728321707694325,0.23781759070769967,0.051591307581956326,4.291845493562231,31.58360887494136,7.358980867861336
Holland,2021-04-15,2565.267343166814,126,486,0.6134,0.17843290152490623,0.4262,0.03781016148089799,3.857142857142857,18.945393792759027,4.911768761085674
Holliston,2021-04-15,13726.140611803115,752,4189,0.06459356976903104,0.17690109283933467,0.06383307366406997,0.05029383627169605,5.570478723404254,30.518410953752554,5.478597526192868
Holyoke,2021-04-15,40638.34149671482,5323,8903,0.7802232390529027,0.16192883579848813,0.8052782370715276,0.5541906082821478,1.672553071576179,21.90788224150268,13.098467614457908
Hopedale,2021-04-15,5633.488665463696,365,1485,0.40230000000000005,0.16558583326038762,0.3988,0.028398588472525625,4.068493150684931,26.360219895423697,6.479111287427373
Hopkinton,2021-04-15,16381.701767309592,840,4515,0.10094472581208523,0.12631161857222192,0.11212832110839446,0.04366049598323437,5.375,27.561239144335307,5.127672398946103
Hubbardston,2021-04-15,4679.754178935772,160,1200,0.3304,0.16568077779737292,0.0796,0.06527358897027144,7.500000000000001,25.642372528911196,3.4189830038548257
Hudson,2021-04-15,21060.36567093143,1564,5231,0.4282959482585062,0.18027709726954824,0.4249634336621704,0.07680692570968391,3.34462915601023,24.838125233599754,7.4262718152074205
Hull,2021-04-15,9795.297749982656,549,3188,0.33189378357636223,0.23296524254094916,0.18539641212586339,0.02714888718342287,5.806921675774135,32.546228622868,5.604730085933039
Huntington,2021-04-15,2200.039693639714,92,521,0.5165871313087175,0.17024780874590523,0.3509173913043478,0.028488852188274155,5.663043478260869,23.681390908818788,4.181742732459364
Ipswich,2021-04-15,13408.004229372109,728,5037,0.2900247248399396,0.2456923640716772,0.2967161571109992,0.04611179051866772,6.918956043956044,37.56711225497488,5.429592559384894
Kingston,2021-04-15,13670.42462951537,1048,3755,0.3805737613033406,0.2003157348963365,0.4395180255586279,0.02951946790224946,3.5830152671755724,27.468056785103087,7.666184689956867
Lakeville,2021-04-15,11367.966147883271,958,2855,0.28859567466590025,0.1721262394329945,0.2768425707716626,0.028584031760035288,2.980167014613779,25.114430874089155,8.427189063880004
Lancaster,2021-04-15,8589.008557509,522,1799,0.5456,0.15578267488488387,0.4804,0.12283973641675991,3.446360153256705,20.94537440444406,6.077534985614118
Lanesborough,2021-04-15,3840.937481322335,103,921,0.4727820694542877,0.24883582824585176,0.41674514528703044,0.031541218637992835,8.941747572815533,23.97852098553095,2.6816369831809856
Lawrence,2021-04-15,87731.0665848435,19229,16112,0.9168210101216645,0.10319128620104703,0.908547656681321,0.8240377750779675,0.8379010868999948,18.365216139733473,21.918119485534692
Lee,2021-04-15,5830.150208833905,325,2030,0.5762161610093121,0.25124075730387546,0.6365734154400722,0.03070175438596491,6.246153846153845,34.81899997917931,5.574470440016393
Leicester,2021-04-15,11263.703785564045,1049,2637,0.5067919111136501,0.18524898366628212,0.4610422267287424,0.06659684035960547,2.5138226882745474,23.411482139468824,9.313100024384829
Lenox,2021-04-15,4832.7731345598395,226,2138,0.43653973107569716,0.35957117082772,0.5725347410358566,0.06433224755700326,9.460176991150444,44.239610270775216,4.676404079137137
Leominster,2021-04-15,40376.57764146666,4756,9225,0.6438921546894523,0.17925699935589937,0.6993952823344484,0.24125159335241347,1.9396551724137931,22.84740445789032,11.77910629829012
Leverett,2021-04-15,2026.16023066546,33,622,0.3975,0.3046443163337854,0.3747,0.020171457387796268,18.848484848484848,30.69846059488168,1.628696462429414
Lexington,2021-04-15,34080.22473257188,1137,10370,0.08594523526658747,0.21660422065103327,0.28871288476077334,0.029360812425328554,9.120492524186457,30.42820310421534,3.3362456055441503
Lincoln,2021-04-15,8696.812222221744,179,2248,0.06129788802013121,0.104281530564104,0.21645894670621013,0.061780104712041886,12.558659217877096,25.848551659606965,2.0582254212943267
Littleton,2021-04-15,9756.422203151573,551,2676,0.20477043784599902,0.182605077551892,0.24952448917966788,0.01509813789632612,4.856624319419238,27.428087307820523,5.647562072723882
Longmeadow,2021-04-15,15406.425291514119,1049,5371,0.3593305907557663,0.22990713648568656,0.4323373552739539,0.05723380352015978,5.120114394661583,34.86207798611372,6.808847478576297
Lowell,2021-04-15,116142.92579965523,16567,21823,0.8177169249328604,0.11822524717729213,0.8027664675216498,0.25466809171823496,1.3172571980443049,18.789779790500834,14.264321211072142
Ludlow,2021-04-15,20714.09553397346,2128,5244,0.6094586098612673,0.20239395907680768,0.5473232470941133,0.1016591676040495,2.4642857142857144,25.316094499029642,10.273197767722174
Lunenburg,2021-04-15,10418.39243246318,713,2704,0.42838723272114276,0.19613284451182553,0.3741587791677757,0.07976222163073374,3.7924263674614305,25.954100092970904,6.843666185757491
Lynn,2021-04-15,100824.30640657622,16636,24618,0.7569042136902399,0.12652544240546792,0.7821289551787368,0.5267805597724988,1.4798028372204857,24.416731319457213,16.499989529226184
Lynnfield,2021-04-15,11593.28972079473,1165,4443,0.30440407371483996,0.19964089009961958,0.24240393993110138,0.03671017502224859,3.8137339055793995,38.32389345045566,10.048916468552967
Malden,2021-04-15,67654.36094297103,6836,15133,0.7108093869174337,0.12441941607080052,0.7453886480939764,0.2566091860351403,2.2137214745465186,22.36810722779024,10.10430060194106
Manchester,2021-04-15,4899.335127878359,221,1726,0.2207,0.24932720361748284,0.1784,0.01638733705772812,7.809954751131222,35.22926999173128,4.510816146102324
Mansfield,2021-04-15,23630.58733004563,1764,5800,0.22297835528807708,0.13009061973183653,0.2582072892555027,0.06944152182147216,3.2879818594104306,24.544459767301095,7.464901211986057
Marblehead,2021-04-15,19036.1847708721,1292,7230,0.18775244533385396,0.2302968083349376,0.14663857868020305,0.058473252635689185,5.5959752321981435,37.98029955594287,6.787074277493525
Marion,2021-04-15,4597.525155469916,410,1813,0.2721,0.26999452489049974,0.394,0.033529411764705884,4.421951219512195,39.43425949160885,8.917841363243038
Marlborough,2021-04-15,43615.198490032926,4621,9123,0.4580962691069992,0.1481440590068394,0.616249253318584,0.16992658889782783,1.974247998268773,20.917020478732464,10.594930574616104
Marshfield,2021-04-15,25917.39366938548,1785,8725,0.3585409315972859,0.20166199336062926,0.23841669723088207,0.02018966044661976,4.8879551820728295,33.66465050961614,6.887266608557571
Mashpee,2021-04-15,15535.19398636766,805,5220,0.375647169384058,0.3007689913939971,0.29086308876811595,0.03857882419686547,6.484472049689442,33.60112531958481,5.181782736066239
